Month,Year,Country,Arrivals
Oct,2018,    France,19854.0
Oct,2018,    Germany,51818.0
Oct,2018,    United Kingdom,75129.0
Oct,2018,  North America,34274.0
Oct,2018,  Other Regions,10869.0
Sep,2018,Number Of Air Passenger Arrivals,2602920.0
Sep,2018,  South East Asia,1108334.0
Sep,2018,    Indonesia,340328.0
Sep,2018,    Malaysia,277710.0
Sep,2018,    Philippines,108758.0
Sep,2018,    Thailand,228825.0
Sep,2018,    Vietnam,101193.0
Sep,2018,  North East Asia,640489.0
Sep,2018,    Mainland China,271316.0
Sep,2018,    Hong Kong,119559.0
Sep,2018,    Japan,117087.0
Sep,2018,  South Asia,255570.0
Sep,2018,  Middle East,63017.0
Sep,2018,  Oceania,271059.0
Sep,2018,  Europe,223708.0
Sep,2018,    France,18330.0
Sep,2018,    Germany,48615.0
Sep,2018,    United Kingdom,70994.0
Sep,2018,  North America,30486.0
Sep,2018,  Other Regions,10257.0
Aug,2018,Number Of Air Passenger Arrivals,2790114.0
Aug,2018,  South East Asia,1188634.0
Aug,2018,    Indonesia,351613.0
Aug,2018,    Malaysia,297297.0
Aug,2018,    Philippines,120609.0
Aug,2018,    Thailand,243170.0
Aug,2018,    Vietnam,118760.0
Aug,2018,  North East Asia,728352.0
Aug,2018,    Mainland China,317446.0
Aug,2018,    Hong Kong,140527.0
Aug,2018,    Japan,132220.0
Aug,2018,  South Asia,257360.0
Aug,2018,  Middle East,66530.0
Aug,2018,  Oceania,268592.0
Aug,2018,  Europe,234915.0
Aug,2018,    France,19168.0
Aug,2018,    Germany,50551.0
Aug,2018,    United Kingdom,76429.0
Aug,2018,  North America,32374.0
Aug,2018,  Other Regions,13357.0
Jul,2018,Number Of Air Passenger Arrivals,2877561.0
Jul,2018,  South East Asia,1214634.0
Jul,2018,    Indonesia,360295.0
Jul,2018,    Malaysia,294720.0
Jul,2018,    Philippines,118953.0
Jul,2018,    Thailand,257334.0
Jul,2018,    Vietnam,125391.0
Jul,2018,  North East Asia,747889.0
Jul,2018,    Mainland China,330589.0
Jul,2018,    Hong Kong,146315.0
Jul,2018,    Japan,121668.0
Jul,2018,  South Asia,264117.0
Jul,2018,  Middle East,78757.0
Jul,2018,  Oceania,268291.0
Jul,2018,  Europe,251380.0
Jul,2018,    France,20547.0
Jul,2018,    Germany,53599.0
Jul,2018,    United Kingdom,81117.0
Jul,2018,  North America,39189.0
Jul,2018,  Other Regions,13304.0
Jun,2018,Number Of Air Passenger Arrivals,2797378.0
Jun,2018,  South East Asia,1218954.0
Jun,2018,    Indonesia,360153.0
Jun,2018,    Malaysia,295742.0
Jun,2018,    Philippines,128156.0
Jun,2018,    Thailand,257421.0
Jun,2018,    Vietnam,120593.0
Jun,2018,  North East Asia,705987.0
Jun,2018,    Mainland China,294432.0
Jun,2018,    Hong Kong,135556.0
Jun,2018,    Japan,124928.0
Jun,2018,  South Asia,264778.0
Jun,2018,  Middle East,67017.0
Jun,2018,  Oceania,287525.0
Jun,2018,  Europe,199667.0
Jun,2018,    France,17036.0
Jun,2018,    Germany,38517.0
Jun,2018,    United Kingdom,62517.0
Jun,2018,  North America,44024.0
Jun,2018,  Other Regions,9426.0
May,2018,Number Of Air Passenger Arrivals,2593978.0
May,2018,  South East Asia,1173568.0
May,2018,    Indonesia,335489.0
May,2018,    Malaysia,278942.0
May,2018,    Philippines,137781.0
May,2018,    Thailand,252335.0
May,2018,    Vietnam,109385.0
May,2018,  North East Asia,629769.0
May,2018,    Mainland China,262151.0
May,2018,    Hong Kong,119821.0
May,2018,    Japan,114321.0
May,2018,  South Asia,287209.0
May,2018,  Middle East,50426.0
May,2018,  Oceania,240361.0
May,2018,  Europe,164932.0
May,2018,    France,14855.0
May,2018,    Germany,31965.0
May,2018,    United Kingdom,50295.0
May,2018,  North America,39012.0
May,2018,  Other Regions,8701.0
Apr,2018,Number Of Air Passenger Arrivals,2732843.0
Apr,2018,  South East Asia,1221680.0
Apr,2018,    Indonesia,342433.0
Apr,2018,    Malaysia,288871.0
Apr,2018,    Philippines,140191.0
Apr,2018,    Thailand,266301.0
Apr,2018,    Vietnam,114844.0
Apr,2018,  North East Asia,687828.0
Apr,2018,    Mainland China,289868.0
Apr,2018,    Hong Kong,126617.0
Apr,2018,    Japan,127193.0
Apr,2018,  South Asia,284535.0
Apr,2018,  Middle East,61118.0
Apr,2018,  Oceania,260632.0
Apr,2018,  Europe,176738.0
Apr,2018,    France,16286.0
Apr,2018,    Germany,35338.0
Apr,2018,    United Kingdom,51632.0
Apr,2018,  North America,30608.0
Apr,2018,  Other Regions,9704.0
Mar,2018,Number Of Air Passenger Arrivals,2745173.0
Mar,2018,  South East Asia,1228188.0
Mar,2018,    Indonesia,345498.0
Mar,2018,    Malaysia,296538.0
Mar,2018,    Philippines,119808.0
Mar,2018,    Thailand,277274.0
Mar,2018,    Vietnam,117296.0
Mar,2018,  North East Asia,683203.0
Mar,2018,    Mainland China,273631.0
Mar,2018,    Hong Kong,140341.0
Mar,2018,    Japan,125022.0
Mar,2018,  South Asia,267886.0
Mar,2018,  Middle East,72528.0
Mar,2018,  Oceania,263264.0
Mar,2018,  Europe,187675.0
Mar,2018,    France,16368.0
Mar,2018,    Germany,36868.0
Mar,2018,    United Kingdom,59819.0
Mar,2018,  North America,33065.0
Mar,2018,  Other Regions,9364.0
Feb,2018,Number Of Air Passenger Arrivals,2428368.0
Feb,2018,  South East Asia,1044976.0
Feb,2018,    Indonesia,282694.0
Feb,2018,    Malaysia,258977.0
Feb,2018,    Philippines,107585.0
Feb,2018,    Thailand,235198.0
Feb,2018,    Vietnam,95859.0
Feb,2018,  North East Asia,652968.0
Feb,2018,    Mainland China,282746.0
Feb,2018,    Hong Kong,125105.0
Feb,2018,    Japan,116147.0
Feb,2018,  South Asia,243522.0
Feb,2018,  Middle East,59290.0
Feb,2018,  Oceania,220629.0
Feb,2018,  Europe,169770.0
Feb,2018,    France,15907.0
Feb,2018,    Germany,32451.0
Feb,2018,    United Kingdom,52849.0
Feb,2018,  North America,28822.0
Feb,2018,  Other Regions,8391.0
Jan,2018,Number Of Air Passenger Arrivals,2714369.0
Jan,2018,  South East Asia,1159954.0
Jan,2018,    Indonesia,303695.0
Jan,2018,    Malaysia,274673.0
Jan,2018,    Philippines,135894.0
Jan,2018,    Thailand,270281.0
Jan,2018,    Vietnam,106501.0
Jan,2018,  North East Asia,687122.0
Jan,2018,    Mainland China,271364.0
Jan,2018,    Hong Kong,136036.0
Jan,2018,    Japan,127111.0
Jan,2018,  South Asia,289964.0
Jan,2018,  Middle East,70459.0
Jan,2018,  Oceania,268192.0
Jan,2018,  Europe,194658.0
Jan,2018,    France,18673.0
Jan,2018,    Germany,35770.0
Jan,2018,    United Kingdom,61526.0
Jan,2018,  North America,33787.0
Jan,2018,  Other Regions,10233.0
Dec,2017,Number Of Air Passenger Arrivals,2941403.0
Dec,2017,  South East Asia,1265695.0
Dec,2017,    Indonesia,341468.0
Dec,2017,    Malaysia,325974.0
Dec,2017,    Philippines,115193.0
Dec,2017,    Thailand,288020.0
Dec,2017,    Vietnam,115188.0
Dec,2017,  North East Asia,745817.0
Dec,2017,    Mainland China,283422.0
Dec,2017,    Hong Kong,154909.0
Dec,2017,    Japan,144624.0
Dec,2017,  South Asia,279586.0
Dec,2017,  Middle East,85823.0
Dec,2017,  Oceania,323129.0
Dec,2017,  Europe,193948.0
Dec,2017,    France,18013.0
Dec,2017,    Germany,35287.0
Dec,2017,    United Kingdom,59993.0
Dec,2017,  North America,36768.0
Dec,2017,  Other Regions,10637.0
Nov,2017,Number Of Air Passenger Arrivals,2520209.0
Nov,2017,  South East Asia,1117435.0
Nov,2017,    Indonesia,307334.0
Nov,2017,    Malaysia,278571.0
Nov,2017,    Philippines,109628.0
Nov,2017,    Thailand,257723.0
Nov,2017,    Vietnam,96510.0
Nov,2017,  North East Asia,657166.0
Nov,2017,    Mainland China,248724.0
Nov,2017,    Hong Kong,139056.0
Nov,2017,    Japan,123444.0
Nov,2017,  South Asia,225502.0
Nov,2017,  Middle East,56953.0
Nov,2017,  Oceania,258053.0
Nov,2017,  Europe,165565.0
Nov,2017,    France,16841.0
Nov,2017,    Germany,31359.0
Nov,2017,    United Kingdom,50862.0
Nov,2017,  North America,31308.0
Nov,2017,  Other Regions,8227.0
Oct,2017,Number Of Air Passenger Arrivals,2549697.0
Oct,2017,  South East Asia,1115297.0
Oct,2017,    Indonesia,314548.0
Oct,2017,    Malaysia,281748.0
Oct,2017,    Philippines,109135.0
Oct,2017,    Thailand,249238.0
Oct,2017,    Vietnam,100029.0
Oct,2017,  North East Asia,636247.0
Oct,2017,    Mainland China,251188.0
Oct,2017,    Hong Kong,132207.0
Oct,2017,    Japan,116322.0
Oct,2017,  South Asia,246008.0
Oct,2017,  Middle East,63916.0
Oct,2017,  Oceania,240021.0
Oct,2017,  Europe,211301.0
Oct,2017,    France,20040.0
Oct,2017,    Germany,40676.0
Oct,2017,    United Kingdom,64761.0
Oct,2017,  North America,26711.0
Oct,2017,  Other Regions,10196.0
Sep,2017,Number Of Air Passenger Arrivals,2472650.0
Sep,2017,  South East Asia,1070862.0
Sep,2017,    Indonesia,327701.0
Sep,2017,    Malaysia,262631.0
Sep,2017,    Philippines,100054.0
Sep,2017,    Thailand,229789.0
Sep,2017,    Vietnam,95690.0
Sep,2017,  North East Asia,612623.0
Sep,2017,    Mainland China,246932.0
Sep,2017,    Hong Kong,130902.0
Sep,2017,    Japan,107075.0
Sep,2017,  South Asia,241302.0
Sep,2017,  Middle East,59791.0
Sep,2017,  Oceania,265236.0
Sep,2017,  Europe,189014.0
Sep,2017,    France,17726.0
Sep,2017,    Germany,37404.0
Sep,2017,    United Kingdom,56360.0
Sep,2017,  North America,24891.0
Sep,2017,  Other Regions,8931.0
Aug,2017,Number Of Air Passenger Arrivals,2572191.0
Aug,2017,  South East Asia,1129528.0
Aug,2017,    Indonesia,342408.0
Aug,2017,    Malaysia,286201.0
Aug,2017,    Philippines,104415.0
Aug,2017,    Thailand,236990.0
Aug,2017,    Vietnam,103950.0
Aug,2017,  North East Asia,672683.0
Aug,2017,    Mainland China,283220.0
Aug,2017,    Hong Kong,142150.0
Aug,2017,    Japan,116346.0
Aug,2017,  South Asia,228278.0
Aug,2017,  Middle East,67023.0
Aug,2017,  Oceania,245695.0
Aug,2017,  Europe,193382.0
Aug,2017,    France,19516.0
Aug,2017,    Germany,37694.0
Aug,2017,    United Kingdom,56939.0
Aug,2017,  North America,25676.0
Aug,2017,  Other Regions,9926.0
Jul,2017,Number Of Air Passenger Arrivals,2725701.0
Jul,2017,  South East Asia,1162588.0
Jul,2017,    Indonesia,340888.0
Jul,2017,    Malaysia,281542.0
Jul,2017,    Philippines,110029.0
Jul,2017,    Thailand,253565.0
Jul,2017,    Vietnam,118394.0
Jul,2017,  North East Asia,727569.0
Jul,2017,    Mainland China,311470.0
Jul,2017,    Hong Kong,159223.0
Jul,2017,    Japan,111469.0
Jul,2017,  South Asia,240516.0
Jul,2017,  Middle East,78644.0
Jul,2017,  Oceania,260355.0
Jul,2017,  Europe,211689.0
Jul,2017,    France,21433.0
Jul,2017,    Germany,40878.0
Jul,2017,    United Kingdom,61786.0
Jul,2017,  North America,34017.0
Jul,2017,  Other Regions,10323.0
Jun,2017,Number Of Air Passenger Arrivals,2602663.0
Jun,2017,  South East Asia,1164044.0
Jun,2017,    Indonesia,337912.0
Jun,2017,    Malaysia,283947.0
Jun,2017,    Philippines,117232.0
Jun,2017,    Thailand,254786.0
Jun,2017,    Vietnam,111912.0
Jun,2017,  North East Asia,659893.0
Jun,2017,    Mainland China,264024.0
Jun,2017,    Hong Kong,141704.0
Jun,2017,    Japan,108320.0
Jun,2017,  South Asia,236149.0
Jun,2017,  Middle East,64178.0
Jun,2017,  Oceania,268757.0
Jun,2017,  Europe,164663.0
Jun,2017,    France,16589.0
Jun,2017,    Germany,30566.0
Jun,2017,    United Kingdom,51530.0
Jun,2017,  North America,36765.0
Jun,2017,  Other Regions,8214.0
May,2017,Number Of Air Passenger Arrivals,2469051.0
May,2017,  South East Asia,1135369.0
May,2017,    Indonesia,325385.0
May,2017,    Malaysia,275016.0
May,2017,    Philippines,128774.0
May,2017,    Thailand,248376.0
May,2017,    Vietnam,99427.0
May,2017,  North East Asia,608766.0
May,2017,    Mainland China,236451.0
May,2017,    Hong Kong,134341.0
May,2017,    Japan,105735.0
May,2017,  South Asia,258812.0
May,2017,  Middle East,56047.0
May,2017,  Oceania,228650.0
May,2017,  Europe,142605.0
May,2017,    France,16048.0
May,2017,    Germany,28513.0
May,2017,    United Kingdom,42505.0
May,2017,  North America,31918.0
May,2017,  Other Regions,6884.0
Apr,2017,Number Of Air Passenger Arrivals,2573280.0
Apr,2017,  South East Asia,1168110.0
Apr,2017,    Indonesia,333326.0
Apr,2017,    Malaysia,272647.0
Apr,2017,    Philippines,133850.0
Apr,2017,    Thailand,260989.0
Apr,2017,    Vietnam,99960.0
Apr,2017,  North East Asia,656846.0
Apr,2017,    Mainland China,255355.0
Apr,2017,    Hong Kong,142400.0
Apr,2017,    Japan,118514.0
Apr,2017,  South Asia,235993.0
Apr,2017,  Middle East,62072.0
Apr,2017,  Oceania,258039.0
Apr,2017,  Europe,160399.0
Apr,2017,    France,17361.0
Apr,2017,    Germany,31759.0
Apr,2017,    United Kingdom,47300.0
Apr,2017,  North America,23754.0
Apr,2017,  Other Regions,8067.0
Mar,2017,Number Of Air Passenger Arrivals,2543155.0
Mar,2017,  South East Asia,1173686.0
Mar,2017,    Indonesia,339952.0
Mar,2017,    Malaysia,276205.0
Mar,2017,    Philippines,117380.0
Mar,2017,    Thailand,269126.0
Mar,2017,    Vietnam,102567.0
Mar,2017,  North East Asia,643052.0
Mar,2017,    Mainland China,243818.0
Mar,2017,    Hong Kong,146329.0
Mar,2017,    Japan,115925.0
Mar,2017,  South Asia,215656.0
Mar,2017,  Middle East,72126.0
Mar,2017,  Oceania,245162.0
Mar,2017,  Europe,159155.0
Mar,2017,    France,16911.0
Mar,2017,    Germany,34072.0
Mar,2017,    United Kingdom,50101.0
Mar,2017,  North America,26480.0
Mar,2017,  Other Regions,7838.0
Feb,2017,Number Of Air Passenger Arrivals,2348046.0
Feb,2017,  South East Asia,1048128.0
Feb,2017,    Indonesia,288658.0
Feb,2017,    Malaysia,256697.0
Feb,2017,    Philippines,108201.0
Feb,2017,    Thailand,234650.0
Feb,2017,    Vietnam,95879.0
Feb,2017,  North East Asia,612635.0
Feb,2017,    Mainland China,248052.0
Feb,2017,    Hong Kong,125406.0
Feb,2017,    Japan,111631.0
Feb,2017,  South Asia,223881.0
Feb,2017,  Middle East,63060.0
Feb,2017,  Oceania,211656.0
Feb,2017,  Europe,157810.0
Feb,2017,    France,17305.0
Feb,2017,    Germany,33919.0
Feb,2017,    United Kingdom,49213.0
Feb,2017,  North America,24489.0
Feb,2017,  Other Regions,6387.0
Jan,2017,Number Of Air Passenger Arrivals,2642038.0
Jan,2017,  South East Asia,1121253.0
Jan,2017,    Indonesia,308766.0
Jan,2017,    Malaysia,259314.0
Jan,2017,    Philippines,139796.0
Jan,2017,    Thailand,244080.0
Jan,2017,    Vietnam,98670.0
Jan,2017,  North East Asia,714742.0
Jan,2017,    Mainland China,296317.0
Jan,2017,    Hong Kong,161089.0
Jan,2017,    Japan,109393.0
Jan,2017,  South Asia,254276.0
Jan,2017,  Middle East,75821.0
Jan,2017,  Oceania,270370.0
Jan,2017,  Europe,166352.0
Jan,2017,    France,18160.0
Jan,2017,    Germany,32906.0
Jan,2017,    United Kingdom,52431.0
Jan,2017,  North America,31408.0
Jan,2017,  Other Regions,7816.0
Dec,2016,Number Of Air Passenger Arrivals,2838114.0
Dec,2016,  South East Asia,1228057.0
Dec,2016,    Indonesia,365783.0
Dec,2016,    Malaysia,299391.0
Dec,2016,    Philippines,114681.0
Dec,2016,    Thailand,263169.0
Dec,2016,    Vietnam,106207.0
Dec,2016,  North East Asia,725904.0
Dec,2016,    Mainland China,257605.0
Dec,2016,    Hong Kong,166616.0
Dec,2016,    Japan,134886.0
Dec,2016,  South Asia,256563.0
Dec,2016,  Middle East,89445.0
Dec,2016,  Oceania,324590.0
Dec,2016,  Europe,172207.0
Dec,2016,    France,17134.0
Dec,2016,    Germany,33633.0
Dec,2016,    United Kingdom,54309.0
Dec,2016,  North America,32262.0
Dec,2016,  Other Regions,9086.0
Nov,2016,Number Of Air Passenger Arrivals,2333956.0
Nov,2016,  South East Asia,1032167.0
Nov,2016,    Indonesia,300660.0
Nov,2016,    Malaysia,257154.0
Nov,2016,    Philippines,103938.0
Nov,2016,    Thailand,218301.0
Nov,2016,    Vietnam,90792.0
Nov,2016,  North East Asia,611995.0
Nov,2016,    Mainland China,217215.0
Nov,2016,    Hong Kong,141271.0
Nov,2016,    Japan,114281.0
Nov,2016,  South Asia,212708.0
Nov,2016,  Middle East,53959.0
Nov,2016,  Oceania,243373.0
Nov,2016,  Europe,144386.0
Nov,2016,    France,15333.0
Nov,2016,    Germany,29710.0
Nov,2016,    United Kingdom,43361.0
Nov,2016,  North America,28273.0
Nov,2016,  Other Regions,7095.0
Oct,2016,Number Of Air Passenger Arrivals,2347744.0
Oct,2016,  South East Asia,1041372.0
Oct,2016,    Indonesia,319758.0
Oct,2016,    Malaysia,256392.0
Oct,2016,    Philippines,103821.0
Oct,2016,    Thailand,218518.0
Oct,2016,    Vietnam,88423.0
Oct,2016,  North East Asia,585639.0
Oct,2016,    Mainland China,210307.0
Oct,2016,    Hong Kong,132063.0
Oct,2016,    Japan,113949.0
Oct,2016,  South Asia,204524.0
Oct,2016,  Middle East,62822.0
Oct,2016,  Oceania,228783.0
Oct,2016,  Europe,190505.0
Oct,2016,    France,20294.0
Oct,2016,    Germany,37913.0
Oct,2016,    United Kingdom,57141.0
Oct,2016,  North America,25409.0
Oct,2016,  Other Regions,8690.0
Sep,2016,Number Of Air Passenger Arrivals,2258798.0
Sep,2016,  South East Asia,994237.0
Sep,2016,    Indonesia,310179.0
Sep,2016,    Malaysia,248409.0
Sep,2016,    Philippines,93800.0
Sep,2016,    Thailand,206616.0
Sep,2016,    Vietnam,85822.0
Sep,2016,  North East Asia,566236.0
Sep,2016,    Mainland China,212851.0
Sep,2016,    Hong Kong,133789.0
Sep,2016,    Japan,104219.0
Sep,2016,  South Asia,190566.0
Sep,2016,  Middle East,61557.0
Sep,2016,  Oceania,243931.0
Sep,2016,  Europe,172781.0
Sep,2016,    France,17980.0
Sep,2016,    Germany,34139.0
Sep,2016,    United Kingdom,52207.0
Sep,2016,  North America,21462.0
Sep,2016,  Other Regions,8028.0
Aug,2016,Number Of Air Passenger Arrivals,2438966.0
Aug,2016,  South East Asia,1069110.0
Aug,2016,    Indonesia,332725.0
Aug,2016,    Malaysia,259607.0
Aug,2016,    Philippines,101353.0
Aug,2016,    Thailand,225691.0
Aug,2016,    Vietnam,97686.0
Aug,2016,  North East Asia,645188.0
Aug,2016,    Mainland China,254098.0
Aug,2016,    Hong Kong,148520.0
Aug,2016,    Japan,119655.0
Aug,2016,  South Asia,202494.0
Aug,2016,  Middle East,66186.0
Aug,2016,  Oceania,239040.0
Aug,2016,  Europe,185086.0
Aug,2016,    France,19941.0
Aug,2016,    Germany,35865.0
Aug,2016,    United Kingdom,58511.0
Aug,2016,  North America,22440.0
Aug,2016,  Other Regions,9422.0
Jul,2016,Number Of Air Passenger Arrivals,2609912.0
Jul,2016,  South East Asia,1110889.0
Jul,2016,    Indonesia,327281.0
Jul,2016,    Malaysia,264408.0
Jul,2016,    Philippines,106747.0
Jul,2016,    Thailand,247904.0
Jul,2016,    Vietnam,108500.0
Jul,2016,  North East Asia,711527.0
Jul,2016,    Mainland China,284457.0
Jul,2016,    Hong Kong,170836.0
Jul,2016,    Japan,114104.0
Jul,2016,  South Asia,209067.0
Jul,2016,  Middle East,82915.0
Jul,2016,  Oceania,256395.0
Jul,2016,  Europe,201791.0
Jul,2016,    France,21919.0
Jul,2016,    Germany,35346.0
Jul,2016,    United Kingdom,66035.0
Jul,2016,  North America,28737.0
Jul,2016,  Other Regions,8591.0
Jun,2016,Number Of Air Passenger Arrivals,2425547.0
Jun,2016,  South East Asia,1081679.0
Jun,2016,    Indonesia,325245.0
Jun,2016,    Malaysia,256080.0
Jun,2016,    Philippines,110994.0
Jun,2016,    Thailand,236316.0
Jun,2016,    Vietnam,100447.0
Jun,2016,  North East Asia,644231.0
Jun,2016,    Mainland China,240398.0
Jun,2016,    Hong Kong,156381.0
Jun,2016,    Japan,109984.0
Jun,2016,  South Asia,197209.0
Jun,2016,  Middle East,58651.0
Jun,2016,  Oceania,260169.0
Jun,2016,  Europe,146792.0
Jun,2016,    France,15828.0
Jun,2016,    Germany,25854.0
Jun,2016,    United Kingdom,46055.0
Jun,2016,  North America,29580.0
Jun,2016,  Other Regions,7236.0
May,2016,Number Of Air Passenger Arrivals,2366789.0
May,2016,  South East Asia,1110887.0
May,2016,    Indonesia,317242.0
May,2016,    Malaysia,262409.0
May,2016,    Philippines,128979.0
May,2016,    Thailand,249849.0
May,2016,    Vietnam,95463.0
May,2016,  North East Asia,598111.0
May,2016,    Mainland China,210377.0
May,2016,    Hong Kong,152607.0
May,2016,    Japan,111875.0
May,2016,  South Asia,222968.0
May,2016,  Middle East,59167.0
May,2016,  Oceania,218606.0
May,2016,  Europe,130767.0
May,2016,    France,15853.0
May,2016,    Germany,24218.0
May,2016,    United Kingdom,38055.0
May,2016,  North America,19342.0
May,2016,  Other Regions,6941.0
Apr,2016,Number Of Air Passenger Arrivals,2384191.0
Apr,2016,  South East Asia,1084205.0
Apr,2016,    Indonesia,289167.0
Apr,2016,    Malaysia,246072.0
Apr,2016,    Philippines,130245.0
Apr,2016,    Thailand,260779.0
Apr,2016,    Vietnam,97425.0
Apr,2016,  North East Asia,639740.0
Apr,2016,    Mainland China,234657.0
Apr,2016,    Hong Kong,152355.0
Apr,2016,    Japan,126390.0
Apr,2016,  South Asia,210858.0
Apr,2016,  Middle East,57665.0
Apr,2016,  Oceania,237287.0
Apr,2016,  Europe,131631.0
Apr,2016,    France,16743.0
Apr,2016,    Germany,24649.0
Apr,2016,    United Kingdom,36286.0
Apr,2016,  North America,14431.0
Apr,2016,  Other Regions,8374.0
Mar,2016,Number Of Air Passenger Arrivals,2437156.0
Mar,2016,  South East Asia,1114934.0
Mar,2016,    Indonesia,304817.0
Mar,2016,    Malaysia,262056.0
Mar,2016,    Philippines,114345.0
Mar,2016,    Thailand,271823.0
Mar,2016,    Vietnam,97842.0
Mar,2016,  North East Asia,637195.0
Mar,2016,    Mainland China,223814.0
Mar,2016,    Hong Kong,166477.0
Mar,2016,    Japan,120844.0
Mar,2016,  South Asia,200882.0
Mar,2016,  Middle East,69939.0
Mar,2016,  Oceania,242636.0
Mar,2016,  Europe,147937.0
Mar,2016,    France,14882.0
Mar,2016,    Germany,28136.0
Mar,2016,    United Kingdom,48788.0
Mar,2016,  North America,15538.0
Mar,2016,  Other Regions,8095.0
Feb,2016,Number Of Air Passenger Arrivals,2272357.0
Feb,2016,  South East Asia,1003786.0
Feb,2016,    Indonesia,268355.0
Feb,2016,    Malaysia,246225.0
Feb,2016,    Philippines,107571.0
Feb,2016,    Thailand,230720.0
Feb,2016,    Vietnam,89928.0
Feb,2016,  North East Asia,624242.0
Feb,2016,    Mainland China,244746.0
Feb,2016,    Hong Kong,143911.0
Feb,2016,    Japan,113219.0
Feb,2016,  South Asia,202536.0
Feb,2016,  Middle East,59565.0
Feb,2016,  Oceania,215850.0
Feb,2016,  Europe,145452.0
Feb,2016,    France,15643.0
Feb,2016,    Germany,27266.0
Feb,2016,    United Kingdom,44883.0
Feb,2016,  North America,15020.0
Feb,2016,  Other Regions,5906.0
Jan,2016,Number Of Air Passenger Arrivals,2490196.0
Jan,2016,  South East Asia,1070670.0
Jan,2016,    Indonesia,279840.0
Jan,2016,    Malaysia,241990.0
Jan,2016,    Philippines,136563.0
Jan,2016,    Thailand,255251.0
Jan,2016,    Vietnam,94262.0
Jan,2016,  North East Asia,652135.0
Jan,2016,    Mainland China,224915.0
Jan,2016,    Hong Kong,162489.0
Jan,2016,    Japan,118555.0
Jan,2016,  South Asia,236042.0
Jan,2016,  Middle East,73138.0
Jan,2016,  Oceania,259678.0
Jan,2016,  Europe,169618.0
Jan,2016,    France,17442.0
Jan,2016,    Germany,29516.0
Jan,2016,    United Kingdom,55836.0
Jan,2016,  North America,20851.0
Jan,2016,  Other Regions,8064.0
Dec,2015,Number Of Air Passenger Arrivals,2643838.0
Dec,2015,  South East Asia,1161400.0
Dec,2015,    Indonesia,331387.0
Dec,2015,    Malaysia,284598.0
Dec,2015,    Philippines,109090.0
Dec,2015,    Thailand,270512.0
Dec,2015,    Vietnam,95244.0
Dec,2015,  North East Asia,676826.0
Dec,2015,    Mainland China,211983.0
Dec,2015,    Hong Kong,176149.0
Dec,2015,    Japan,132647.0
Dec,2015,  South Asia,220732.0
Dec,2015,  Middle East,81064.0
Dec,2015,  Oceania,304746.0
Dec,2015,  Europe,166384.0
Dec,2015,    France,15090.0
Dec,2015,    Germany,29114.0
Dec,2015,    United Kingdom,55128.0
Dec,2015,  North America,23625.0
Dec,2015,  Other Regions,9061.0
Nov,2015,Number Of Air Passenger Arrivals,2255303.0
Nov,2015,  South East Asia,995536.0
Nov,2015,    Indonesia,274868.0
Nov,2015,    Malaysia,240998.0
Nov,2015,    Philippines,103309.0
Nov,2015,    Thailand,232068.0
Nov,2015,    Vietnam,82865.0
Nov,2015,  North East Asia,594916.0
Nov,2015,    Mainland China,188570.0
Nov,2015,    Hong Kong,155309.0
Nov,2015,    Japan,117713.0
Nov,2015,  South Asia,197065.0
Nov,2015,  Middle East,51263.0
Nov,2015,  Oceania,243486.0
Nov,2015,  Europe,147887.0
Nov,2015,    France,14520.0
Nov,2015,    Germany,27597.0
Nov,2015,    United Kingdom,45990.0
Nov,2015,  North America,18389.0
Nov,2015,  Other Regions,6761.0
Oct,2015,Number Of Air Passenger Arrivals,2275334.0
Oct,2015,  South East Asia,991438.0
Oct,2015,    Indonesia,298020.0
Oct,2015,    Malaysia,231849.0
Oct,2015,    Philippines,102741.0
Oct,2015,    Thailand,222996.0
Oct,2015,    Vietnam,83757.0
Oct,2015,  North East Asia,583991.0
Oct,2015,    Mainland China,193465.0
Oct,2015,    Hong Kong,143425.0
Oct,2015,    Japan,117686.0
Oct,2015,  South Asia,192923.0
Oct,2015,  Middle East,67251.0
Oct,2015,  Oceania,221066.0
Oct,2015,  Europe,192048.0
Oct,2015,    France,19219.0
Oct,2015,    Germany,35931.0
Oct,2015,    United Kingdom,58386.0
Oct,2015,  North America,19144.0
Oct,2015,  Other Regions,7473.0
Sep,2015,Number Of Air Passenger Arrivals,2177750.0
Sep,2015,  South East Asia,938701.0
Sep,2015,    Indonesia,290259.0
Sep,2015,    Malaysia,230959.0
Sep,2015,    Philippines,97417.0
Sep,2015,    Thailand,190988.0
Sep,2015,    Vietnam,81746.0
Sep,2015,  North East Asia,561079.0
Sep,2015,    Mainland China,195301.0
Sep,2015,    Hong Kong,143626.0
Sep,2015,    Japan,107578.0
Sep,2015,  South Asia,179305.0
Sep,2015,  Middle East,58689.0
Sep,2015,  Oceania,240614.0
Sep,2015,  Europe,175921.0
Sep,2015,    France,17597.0
Sep,2015,    Germany,32317.0
Sep,2015,    United Kingdom,52506.0
Sep,2015,  North America,16554.0
Sep,2015,  Other Regions,6887.0
Aug,2015,Number Of Air Passenger Arrivals,2453913.0
Aug,2015,  South East Asia,1048419.0
Aug,2015,    Indonesia,318616.0
Aug,2015,    Malaysia,254747.0
Aug,2015,    Philippines,108144.0
Aug,2015,    Thailand,218523.0
Aug,2015,    Vietnam,95811.0
