Month,Year,Country,Departures,Arrivals
Aug,2002,France,15619.0,13818.0
Aug,2002,Europe,152384.0,150738.0
Aug,2002,Oceania,150284.0,147739.0
Aug,2002,Middle East,17996.0,15661.0
Aug,2002,South Asia,70541.0,73181.0
Aug,2002,Japan,101214.0,98334.0
Jul,2002,Malaysia,112775.0,122356.0
Oct,2002,North America,20559.0,23487.0
Nov,2002,Hong Kong,80233.0,69924.0
Oct,2002,Germany,27990.0,37521.0
Nov,2002,Philippines,28719.0,25198.0
Nov,2002,Malaysia,109094.0,114540.0
Nov,2002,Indonesia,110725.0,91888.0
Nov,2002,South East Asia,414313.0,404757.0
Dec,2002,North America,29645.0,35582.0
Dec,2002,United Kingdom,45366.0,62092.0
Dec,2002,Germany,24838.0,30207.0
Dec,2002,France,14635.0,14724.0
Dec,2002,Europe,123044.0,149393.0
Dec,2002,Oceania,184096.0,197927.0
Dec,2002,Middle East,10715.0,16940.0
Dec,2002,South Asia,91784.0,83501.0
Dec,2002,Japan,76127.0,88674.0
Dec,2002,Hong Kong,95013.0,97590.0
Dec,2002,Mainland China,81675.0,85815.0
Dec,2002,North East Asia,319742.0,341155.0
Dec,2002,Vietnam,20725.0,19446.0
Dec,2002,Thailand,143416.0,158941.0
Dec,2002,Philippines,38486.0,26515.0
Dec,2002,Malaysia,128729.0,130276.0
Dec,2002,Indonesia,140885.0,145422.0
Dec,2002,South East Asia,493981.0,503500.0
Jul,2002,Germany,29436.0,35785.0
Nov,2002,Thailand,127045.0,135519.0
Nov,2002,Vietnam,18738.0,17953.0
Nov,2002,North East Asia,298206.0,270982.0
Nov,2002,Mainland China,83694.0,74587.0
Oct,2002,France,13221.0,13883.0
Oct,2002,Europe,127181.0,161609.0
Oct,2002,Oceania,187647.0,138726.0
Oct,2002,Middle East,15542.0,14870.0
Oct,2002,South Asia,72967.0,67383.0
Oct,2002,Japan,76280.0,76248.0
Oct,2002,Hong Kong,75366.0,67471.0
Oct,2002,Mainland China,78077.0,73256.0
Oct,2002,North East Asia,285516.0,271455.0
Oct,2002,Vietnam,16610.0,16644.0
Oct,2002,Thailand,119313.0,127048.0
Oct,2002,United Kingdom,44101.0,60883.0
Oct,2002,Philippines,26228.0,28539.0
Oct,2002,Indonesia,121097.0,124973.0
Oct,2002,South East Asia,412868.0,432275.0
Nov,2002,North America,23197.0,26074.0
Nov,2002,United Kingdom,43090.0,52836.0
Nov,2002,Germany,27116.0,29044.0
Nov,2002,France,15000.0,12889.0
Nov,2002,Europe,121787.0,135028.0
Nov,2002,Oceania,171217.0,165880.0
Nov,2002,Middle East,14183.0,12887.0
Nov,2002,South Asia,85084.0,68248.0
Nov,2002,Japan,75507.0,73551.0
Oct,2002,Malaysia,110551.0,117730.0
Jul,2002,United Kingdom,51795.0,58941.0
Jan,2002,North America,28806.0,24677.0
Jun,2002,South East Asia,449530.0,473675.0
Feb,2002,North East Asia,268641.0,260386.0
Feb,2002,Vietnam,15601.0,14649.0
Feb,2002,Thailand,112822.0,125030.0
Feb,2002,Philippines,25484.0,27044.0
Feb,2002,Malaysia,110358.0,115959.0
Feb,2002,Indonesia,105435.0,106207.0
Feb,2002,South East Asia,387153.0,406968.0
Mar,2002,North America,29083.0,21631.0
Mar,2002,United Kingdom,61421.0,58728.0
Mar,2002,Germany,29493.0,28020.0
Mar,2002,France,18545.0,15140.0
Mar,2002,Europe,152988.0,141337.0
Mar,2002,Oceania,158401.0,158295.0
Mar,2002,Middle East,12620.0,19072.0
Mar,2002,South Asia,70288.0,77959.0
Mar,2002,Japan,93667.0,83667.0
Mar,2002,Hong Kong,75982.0,78154.0
Mar,2002,Mainland China,60387.0,58347.0
Mar,2002,North East Asia,288632.0,275825.0
Mar,2002,Vietnam,17125.0,18788.0
Mar,2002,Thailand,128349.0,139559.0
Mar,2002,Philippines,37116.0,33657.0
Mar,2002,Malaysia,122929.0,127362.0
Feb,2002,Hong Kong,76544.0,72956.0
Feb,2002,Japan,68188.0,73246.0
Feb,2002,South Asia,65468.0,69453.0
Feb,2002,Middle East,17004.0,12142.0
Jul,2002,North America,30528.0,29437.0
Jan,2002,United Kingdom,56916.0,57906.0
Jan,2002,Germany,29614.0,29233.0
Jan,2002,France,14407.0,13644.0
Jan,2002,Europe,137661.0,137946.0
Jan,2002,Oceania,170946.0,158347.0
Jan,2002,Middle East,15386.0,12635.0
Jan,2002,South Asia,65058.0,83957.0
Jan,2002,Japan,69014.0,67610.0
Jan,2002,Hong Kong,62157.0,67510.0
