Month,Year,Country,Departures,Arrivals,Total_Flow
Jan,1974,    Philippines,2170.0,2766.0,4936.0
Jan,1974,    Thailand,12662.0,14131.0,26793.0
Jan,1974,    United Kingdom,4881.0,6612.0,11493.0
Jan,1974,Number Of Air Passenger Arrivals,0.0,126613.0,126613.0
Jan,1974,Number Of Air Passenger Departures,129063.0,0.0,129063.0
Jul,1974,    Hong Kong,9426.0,8646.0,18072.0
Jul,1974,    Indonesia,26115.0,26041.0,52156.0
Jul,1974,    Japan,2845.0,3661.0,6506.0
Jul,1974,    Malaysia,33118.0,34608.0,67726.0
Jul,1974,    Philippines,2893.0,3061.0,5954.0
Jul,1974,    Thailand,9929.0,12228.0,22157.0
Jul,1974,    United Kingdom,6332.0,8646.0,14978.0
Jul,1974,Number Of Air Passenger Arrivals,0.0,124890.0,124890.0
Jul,1974,Number Of Air Passenger Departures,122402.0,0.0,122402.0
Jun,1974,    Hong Kong,9259.0,8615.0,17874.0
Jun,1974,    Indonesia,24390.0,25944.0,50334.0
Jun,1974,    Japan,2642.0,3108.0,5750.0
Jun,1974,    Malaysia,33890.0,34263.0,68153.0
Jun,1974,    Philippines,3223.0,3142.0,6365.0
Jun,1974,    Thailand,10518.0,11106.0,21624.0
Jun,1974,    United Kingdom,5965.0,8032.0,13997.0
Jun,1974,Number Of Air Passenger Arrivals,0.0,120309.0,120309.0
Jun,1974,Number Of Air Passenger Departures,121255.0,0.0,121255.0
Mar,1974,    Hong Kong,9984.0,8397.0,18381.0
Mar,1974,    Indonesia,23958.0,23871.0,47829.0
Mar,1974,    Japan,2763.0,3809.0,6572.0
Mar,1974,    Malaysia,34303.0,33210.0,67513.0
Mar,1974,    Philippines,2794.0,2972.0,5766.0
Mar,1974,    Thailand,12024.0,11246.0,23270.0
Mar,1974,    United Kingdom,5521.0,6359.0,11880.0
Mar,1974,Number Of Air Passenger Arrivals,0.0,114903.0,114903.0
Mar,1974,Number Of Air Passenger Departures,120810.0,0.0,120810.0
May,1974,    Hong Kong,10120.0,8435.0,18555.0
May,1974,    Indonesia,24529.0,24956.0,49485.0
May,1974,    Japan,3096.0,3052.0,6148.0
May,1974,    Malaysia,33032.0,32195.0,65227.0
May,1974,    Philippines,2921.0,3029.0,5950.0
May,1974,    Thailand,11768.0,11347.0,23115.0
May,1974,    United Kingdom,5305.0,4835.0,10140.0
May,1974,Number Of Air Passenger Arrivals,0.0,114174.0,114174.0
May,1974,Number Of Air Passenger Departures,120428.0,0.0,120428.0
Nov,1974,    Hong Kong,10645.0,8964.0,19609.0
Nov,1974,    Indonesia,28663.0,26124.0,54787.0
Nov,1974,    Japan,2934.0,3658.0,6592.0
Nov,1974,    Malaysia,33461.0,34757.0,68218.0
Nov,1974,    Philippines,3745.0,3146.0,6891.0
Nov,1974,    Thailand,13704.0,14003.0,27707.0
Nov,1974,    United Kingdom,4669.0,7075.0,11744.0
Nov,1974,Number Of Air Passenger Arrivals,0.0,125167.0,125167.0
Nov,1974,Number Of Air Passenger Departures,131768.0,0.0,131768.0
Oct,1974,    Hong Kong,10447.0,8545.0,18992.0
Oct,1974,    Indonesia,26611.0,26734.0,53345.0
Oct,1974,    Japan,3338.0,3838.0,7176.0
Oct,1974,    Malaysia,31651.0,31591.0,63242.0
Oct,1974,    Philippines,2854.0,3328.0,6182.0
Oct,1974,    Thailand,13045.0,15046.0,28091.0
Oct,1974,    United Kingdom,3821.0,7093.0,10914.0
Oct,1974,Number Of Air Passenger Arrivals,0.0,123795.0,123795.0
Oct,1974,Number Of Air Passenger Departures,125746.0,0.0,125746.0
Sep,1974,    Hong Kong,8601.0,7720.0,16321.0
Sep,1974,    Indonesia,24331.0,25247.0,49578.0
Sep,1974,    Japan,2878.0,3053.0,5931.0
Sep,1974,    Malaysia,31596.0,31494.0,63090.0
Sep,1974,    Philippines,2568.0,2843.0,5411.0
Sep,1974,    Thailand,10298.0,11860.0,22158.0
Sep,1974,    United Kingdom,6518.0,7314.0,13832.0
Sep,1974,Number Of Air Passenger Arrivals,0.0,117991.0,117991.0
Sep,1974,Number Of Air Passenger Departures,122212.0,0.0,122212.0
Apr,1975,    Hong Kong,10619.0,9766.0,20385.0
Apr,1975,    Indonesia,27619.0,28528.0,56147.0
Apr,1975,    Japan,2989.0,3572.0,6561.0
Apr,1975,    Malaysia,35658.0,36895.0,72553.0
Apr,1975,    Philippines,3183.0,3477.0,6660.0
Apr,1975,    Thailand,13291.0,12481.0,25772.0
Apr,1975,    United Kingdom,7071.0,3892.0,10963.0
Apr,1975,Number Of Air Passenger Arrivals,0.0,129237.0,129237.0
Apr,1975,Number Of Air Passenger Departures,131783.0,0.0,131783.0
Aug,1975,    Hong Kong,14170.0,12608.0,26778.0
Aug,1975,    Indonesia,32559.0,35126.0,67685.0
Aug,1975,    Japan,4936.0,5374.0,10310.0
Aug,1975,    Malaysia,37654.0,37912.0,75566.0
Aug,1975,    Philippines,3809.0,3436.0,7245.0
Aug,1975,    Thailand,16795.0,13641.0,30436.0
Aug,1975,    United Kingdom,7067.0,8108.0,15175.0
Aug,1975,Number Of Air Passenger Arrivals,0.0,155478.0,155478.0
Aug,1975,Number Of Air Passenger Departures,160626.0,0.0,160626.0
Dec,1975,    Hong Kong,11082.0,13219.0,24301.0
Dec,1975,    Indonesia,35034.0,40249.0,75283.0
Dec,1975,    Japan,3161.0,4012.0,7173.0
Dec,1975,    Malaysia,44202.0,43524.0,87726.0
Dec,1975,    Philippines,4411.0,3644.0,8055.0
Dec,1975,    Thailand,17320.0,17176.0,34496.0
Dec,1975,    United Kingdom,5751.0,7382.0,13133.0
Dec,1975,Number Of Air Passenger Arrivals,0.0,170856.0,170856.0
Dec,1975,Number Of Air Passenger Departures,157877.0,0.0,157877.0
Feb,1975,    Hong Kong,8856.0,7938.0,16794.0
Feb,1975,    Indonesia,25077.0,25859.0,50936.0
Feb,1975,    Japan,3094.0,4423.0,7517.0
Feb,1975,    Malaysia,34161.0,33614.0,67775.0
Feb,1975,    Philippines,2822.0,2897.0,5719.0
Feb,1975,    Thailand,14017.0,12413.0,26430.0
Feb,1975,    United Kingdom,4593.0,4799.0,9392.0
Feb,1975,Number Of Air Passenger Arrivals,0.0,117525.0,117525.0
Feb,1975,Number Of Air Passenger Departures,123169.0,0.0,123169.0
Jan,1975,    Hong Kong,9880.0,7655.0,17535.0
Jan,1975,    Indonesia,29332.0,29453.0,58785.0
Jan,1975,    Japan,3406.0,3766.0,7172.0
Jan,1975,    Malaysia,33105.0,34259.0,67364.0
Jan,1975,    Philippines,2640.0,2994.0,5634.0
Jan,1975,    Thailand,13769.0,14070.0,27839.0
Jan,1975,    United Kingdom,5416.0,6316.0,11732.0
Jan,1975,Number Of Air Passenger Arrivals,0.0,129839.0,129839.0
Jan,1975,Number Of Air Passenger Departures,134492.0,0.0,134492.0
Jul,1975,    Hong Kong,9232.0,10345.0,19577.0
Jul,1975,    Indonesia,31084.0,29909.0,60993.0
Jul,1975,    Japan,2933.0,4528.0,7461.0
Jul,1975,    Malaysia,32626.0,35070.0,67696.0
Jul,1975,    Philippines,3366.0,3240.0,6606.0
Jul,1975,    Thailand,13730.0,12598.0,26328.0
Jul,1975,    United Kingdom,6680.0,8393.0,15073.0
Jul,1975,Number Of Air Passenger Arrivals,0.0,134183.0,134183.0
Jul,1975,Number Of Air Passenger Departures,134239.0,0.0,134239.0
Jun,1975,    Hong Kong,9477.0,10213.0,19690.0
Jun,1975,    Indonesia,27506.0,29288.0,56794.0
Jun,1975,    Japan,3356.0,3967.0,7323.0
Jun,1975,    Malaysia,33209.0,34437.0,67646.0
Jun,1975,    Philippines,3352.0,3097.0,6449.0
Jun,1975,    Thailand,13212.0,12214.0,25426.0
Jun,1975,    United Kingdom,5997.0,6617.0,12614.0
Jun,1975,Number Of Air Passenger Arrivals,0.0,128888.0,128888.0
Jun,1975,Number Of Air Passenger Departures,129721.0,0.0,129721.0
Mar,1975,    Hong Kong,10277.0,8627.0,18904.0
Mar,1975,    Indonesia,29116.0,28687.0,57803.0
Mar,1975,    Japan,3215.0,4435.0,7650.0
Mar,1975,    Malaysia,35526.0,36080.0,71606.0
Mar,1975,    Philippines,3425.0,3180.0,6605.0
Mar,1975,    Thailand,14972.0,13129.0,28101.0
Mar,1975,    United Kingdom,5728.0,4806.0,10534.0
Mar,1975,Number Of Air Passenger Arrivals,0.0,128896.0,128896.0
Mar,1975,Number Of Air Passenger Departures,135029.0,0.0,135029.0
May,1975,    Hong Kong,10758.0,9691.0,20449.0
May,1975,    Indonesia,29901.0,28998.0,58899.0
May,1975,    Japan,3654.0,3454.0,7108.0
May,1975,    Malaysia,33501.0,34055.0,67556.0
May,1975,    Philippines,3690.0,3618.0,7308.0
May,1975,    Thailand,13421.0,12529.0,25950.0
May,1975,    United Kingdom,6523.0,4482.0,11005.0
May,1975,Number Of Air Passenger Arrivals,0.0,126822.0,126822.0
May,1975,Number Of Air Passenger Departures,134397.0,0.0,134397.0
Nov,1975,    Hong Kong,13773.0,13346.0,27119.0
Nov,1975,    Indonesia,32484.0,29628.0,62112.0
Nov,1975,    Japan,3329.0,4203.0,7532.0
Nov,1975,    Malaysia,37025.0,38453.0,75478.0
Nov,1975,    Philippines,4643.0,4311.0,8954.0
Nov,1975,    Thailand,16218.0,14991.0,31209.0
Nov,1975,    United Kingdom,4340.0,7285.0,11625.0
Nov,1975,Number Of Air Passenger Arrivals,0.0,145183.0,145183.0
Nov,1975,Number Of Air Passenger Departures,151272.0,0.0,151272.0
Oct,1975,    Hong Kong,11715.0,12005.0,23720.0
Oct,1975,    Indonesia,31107.0,31579.0,62686.0
Oct,1975,    Japan,3378.0,3764.0,7142.0
Oct,1975,    Malaysia,34095.0,33850.0,67945.0
Oct,1975,    Philippines,3792.0,3978.0,7770.0
Oct,1975,    Thailand,14238.0,14503.0,28741.0
Oct,1975,    United Kingdom,4704.0,8569.0,13273.0
Oct,1975,Number Of Air Passenger Arrivals,0.0,141101.0,141101.0
Oct,1975,Number Of Air Passenger Departures,142090.0,0.0,142090.0
Sep,1975,    Hong Kong,9916.0,11456.0,21372.0
Sep,1975,    Indonesia,30343.0,30534.0,60877.0
Sep,1975,    Japan,3466.0,3555.0,7021.0
Sep,1975,    Malaysia,32503.0,34739.0,67242.0
Sep,1975,    Philippines,3245.0,3274.0,6519.0
Sep,1975,    Thailand,11998.0,12347.0,24345.0
Sep,1975,    United Kingdom,8099.0,8378.0,16477.0
Sep,1975,Number Of Air Passenger Arrivals,0.0,139073.0,139073.0
Sep,1975,Number Of Air Passenger Departures,142268.0,0.0,142268.0
Apr,1976,    Hong Kong,12418.0,12749.0,25167.0
Apr,1976,    Indonesia,30843.0,32822.0,63665.0
Apr,1976,    Japan,3345.0,3889.0,7234.0
Apr,1976,    Malaysia,38555.0,38719.0,77274.0
Apr,1976,    Philippines,4255.0,3861.0,8116.0
Apr,1976,    Thailand,15525.0,14571.0,30096.0
Apr,1976,    United Kingdom,6516.0,4494.0,11010.0
Apr,1976,Number Of Air Passenger Arrivals,0.0,144777.0,144777.0
Apr,1976,Number Of Air Passenger Departures,147280.0,0.0,147280.0
Aug,1976,    Hong Kong,16705.0,13455.0,30160.0
Aug,1976,    Indonesia,36629.0,39812.0,76441.0
Aug,1976,    Japan,5800.0,6091.0,11891.0
Aug,1976,    Malaysia,42459.0,42102.0,84561.0
Aug,1976,    Philippines,4528.0,3798.0,8326.0
Aug,1976,    Thailand,17533.0,16887.0,34420.0
Aug,1976,    United Kingdom,6310.0,9263.0,15573.0
Aug,1976,Number Of Air Passenger Arrivals,0.0,174385.0,174385.0
Aug,1976,Number Of Air Passenger Departures,176872.0,0.0,176872.0
Dec,1976,    Hong Kong,14677.0,15655.0,30332.0
Dec,1976,    Indonesia,40673.0,46879.0,87552.0
Dec,1976,    Japan,3738.0,5038.0,8776.0
Dec,1976,    Malaysia,51171.0,49371.0,100542.0
Dec,1976,    Philippines,5896.0,5213.0,11109.0
Dec,1976,    Thailand,16245.0,18101.0,34346.0
Dec,1976,    United Kingdom,4954.0,6860.0,11814.0
Dec,1976,Number Of Air Passenger Arrivals,0.0,191285.0,191285.0
Dec,1976,Number Of Air Passenger Departures,178181.0,0.0,178181.0
Feb,1976,    Hong Kong,11379.0,12093.0,23472.0
Feb,1976,    Indonesia,28517.0,27988.0,56505.0
Feb,1976,    Japan,3918.0,5320.0,9238.0
Feb,1976,    Malaysia,34340.0,39237.0,73577.0
Feb,1976,    Philippines,3588.0,3954.0,7542.0
Feb,1976,    Thailand,16653.0,15026.0,31679.0
Feb,1976,    United Kingdom,4860.0,5238.0,10098.0
Feb,1976,Number Of Air Passenger Arrivals,0.0,138978.0,138978.0
Feb,1976,Number Of Air Passenger Departures,138719.0,0.0,138719.0
Jan,1976,    Hong Kong,12505.0,12648.0,25153.0
Jan,1976,    Indonesia,33243.0,33114.0,66357.0
Jan,1976,    Japan,3860.0,4394.0,8254.0
Jan,1976,    Malaysia,38639.0,34972.0,73611.0
Jan,1976,    Philippines,3537.0,3559.0,7096.0
Jan,1976,    Thailand,16531.0,15345.0,31876.0
Jan,1976,    United Kingdom,5480.0,6605.0,12085.0
Jan,1976,Number Of Air Passenger Arrivals,0.0,148025.0,148025.0
Jan,1976,Number Of Air Passenger Departures,156949.0,0.0,156949.0
Jul,1976,    Hong Kong,11111.0,13077.0,24188.0
Jul,1976,    Indonesia,35990.0,34114.0,70104.0
Jul,1976,    Japan,3739.0,5014.0,8753.0
Jul,1976,    Malaysia,37504.0,37877.0,75381.0
Jul,1976,    Philippines,4173.0,3803.0,7976.0
Jul,1976,    Thailand,13563.0,14743.0,28306.0
Jul,1976,    United Kingdom,6540.0,9857.0,16397.0
Jul,1976,Number Of Air Passenger Arrivals,0.0,155606.0,155606.0
Jul,1976,Number Of Air Passenger Departures,154309.0,0.0,154309.0
Jun,1976,    Hong Kong,11408.0,12360.0,23768.0
Jun,1976,    Indonesia,31467.0,33630.0,65097.0
Jun,1976,    Japan,3773.0,3923.0,7696.0
Jun,1976,    Malaysia,36900.0,37831.0,74731.0
Jun,1976,    Philippines,4062.0,3744.0,7806.0
Jun,1976,    Thailand,13926.0,15001.0,28927.0
Jun,1976,    United Kingdom,5767.0,7320.0,13087.0
Jun,1976,Number Of Air Passenger Arrivals,0.0,147230.0,147230.0
Jun,1976,Number Of Air Passenger Departures,144929.0,0.0,144929.0
Mar,1976,    Hong Kong,12719.0,11851.0,24570.0
Mar,1976,    Indonesia,29976.0,31225.0,61201.0
Mar,1976,    Japan,4275.0,4553.0,8828.0
Mar,1976,    Malaysia,36745.0,36298.0,73043.0
Mar,1976,    Philippines,4085.0,4052.0,8137.0
Mar,1976,    Thailand,16214.0,14655.0,30869.0
Mar,1976,    United Kingdom,6906.0,5143.0,12049.0
Mar,1976,Number Of Air Passenger Arrivals,0.0,142358.0,142358.0
Mar,1976,Number Of Air Passenger Departures,147434.0,0.0,147434.0
May,1976,    Hong Kong,13476.0,13136.0,26612.0
May,1976,    Indonesia,32834.0,31050.0,63884.0
May,1976,    Japan,4483.0,3779.0,8262.0
May,1976,    Malaysia,36149.0,36806.0,72955.0
May,1976,    Philippines,4427.0,3899.0,8326.0
May,1976,    Thailand,16344.0,15037.0,31381.0
May,1976,    United Kingdom,6578.0,5157.0,11735.0
May,1976,Number Of Air Passenger Arrivals,0.0,147145.0,147145.0
May,1976,Number Of Air Passenger Departures,154962.0,0.0,154962.0
Nov,1976,    Hong Kong,17589.0,14358.0,31947.0
Nov,1976,    Indonesia,34681.0,31236.0,65917.0
Nov,1976,    Japan,5073.0,6016.0,11089.0
Nov,1976,    Malaysia,40230.0,41597.0,81827.0
Nov,1976,    Philippines,4845.0,5234.0,10079.0
Nov,1976,    Thailand,15783.0,17584.0,33367.0
Nov,1976,    United Kingdom,4334.0,8034.0,12368.0
Nov,1976,Number Of Air Passenger Arrivals,0.0,158555.0,158555.0
Nov,1976,Number Of Air Passenger Departures,165310.0,0.0,165310.0
Oct,1976,    Hong Kong,15725.0,14866.0,30591.0
Oct,1976,    Indonesia,35135.0,31793.0,66928.0
Oct,1976,    Japan,4553.0,5633.0,10186.0
Oct,1976,    Malaysia,37191.0,37704.0,74895.0
Oct,1976,    Philippines,4549.0,4587.0,9136.0
Oct,1976,    Thailand,13860.0,16573.0,30433.0
Oct,1976,    United Kingdom,3743.0,7864.0,11607.0
Oct,1976,Number Of Air Passenger Arrivals,0.0,156788.0,156788.0
Oct,1976,Number Of Air Passenger Departures,157211.0,0.0,157211.0
Sep,1976,    Hong Kong,13285.0,11562.0,24847.0
Sep,1976,    Indonesia,34522.0,33663.0,68185.0
Sep,1976,    Japan,4122.0,5927.0,10049.0
Sep,1976,    Malaysia,36641.0,37540.0,74181.0
Sep,1976,    Philippines,3708.0,3603.0,7311.0
Sep,1976,    Thailand,12789.0,14917.0,27706.0
Sep,1976,    United Kingdom,6786.0,9356.0,16142.0
Sep,1976,Number Of Air Passenger Arrivals,0.0,154373.0,154373.0
Sep,1976,Number Of Air Passenger Departures,158732.0,0.0,158732.0
Apr,1977,    Hong Kong,15984.0,14995.0,30979.0
Apr,1977,    Indonesia,35414.0,35952.0,71366.0
Apr,1977,    Japan,5722.0,5697.0,11419.0
Apr,1977,    Malaysia,41340.0,42731.0,84071.0
Apr,1977,    Philippines,5147.0,5207.0,10354.0
Apr,1977,    Thailand,14884.0,15234.0,30118.0
Apr,1977,    United Kingdom,7342.0,5104.0,12446.0
Apr,1977,Number Of Air Passenger Arrivals,0.0,164168.0,164168.0
Apr,1977,Number Of Air Passenger Departures,167823.0,0.0,167823.0
Aug,1977,    Hong Kong,18547.0,15869.0,34416.0
Aug,1977,    Indonesia,42010.0,46159.0,88169.0
Aug,1977,    Japan,9481.0,9011.0,18492.0
Aug,1977,    Malaysia,46434.0,45748.0,92182.0
Aug,1977,    Philippines,5469.0,5203.0,10672.0
Aug,1977,    Thailand,18593.0,17086.0,35679.0
Aug,1977,    United Kingdom,6669.0,11045.0,17714.0
Aug,1977,Number Of Air Passenger Arrivals,0.0,199961.0,199961.0
Aug,1977,Number Of Air Passenger Departures,201734.0,0.0,201734.0
Dec,1977,    Hong Kong,14154.0,15270.0,29424.0
Dec,1977,    Indonesia,47606.0,53210.0,100816.0
Dec,1977,    Japan,4584.0,6051.0,10635.0
Dec,1977,    Malaysia,50528.0,48368.0,98896.0
Dec,1977,    Philippines,7498.0,7445.0,14943.0
Dec,1977,    Thailand,18579.0,19617.0,38196.0
Dec,1977,    United Kingdom,6373.0,8785.0,15158.0
Dec,1977,Number Of Air Passenger Arrivals,0.0,213437.0,213437.0
Dec,1977,Number Of Air Passenger Departures,196185.0,0.0,196185.0
Feb,1977,    Hong Kong,16406.0,14377.0,30783.0
Feb,1977,    Indonesia,28810.0,31965.0,60775.0
Feb,1977,    Japan,4966.0,6427.0,11393.0
Feb,1977,    Malaysia,37912.0,36957.0,74869.0
Feb,1977,    Philippines,4112.0,4444.0,8556.0
Feb,1977,    Thailand,17892.0,16522.0,34414.0
Feb,1977,    United Kingdom,4122.0,5429.0,9551.0
Feb,1977,Number Of Air Passenger Arrivals,0.0,147337.0,147337.0
Feb,1977,Number Of Air Passenger Departures,152595.0,0.0,152595.0
Jan,1977,    Hong Kong,15338.0,15513.0,30851.0
Jan,1977,    Indonesia,38155.0,35306.0,73461.0
Jan,1977,    Japan,5181.0,5671.0,10852.0
Jan,1977,    Malaysia,38900.0,39365.0,78265.0
Jan,1977,    Philippines,4102.0,4582.0,8684.0
Jan,1977,    Thailand,16334.0,18465.0,34799.0
Jan,1977,    United Kingdom,5473.0,7997.0,13470.0
Jan,1977,Number Of Air Passenger Arrivals,0.0,167788.0,167788.0
Jan,1977,Number Of Air Passenger Departures,173567.0,0.0,173567.0
Jul,1977,    Hong Kong,13547.0,13788.0,27335.0
Jul,1977,    Indonesia,44064.0,43298.0,87362.0
Jul,1977,    Japan,5860.0,7402.0,13262.0
Jul,1977,    Malaysia,40664.0,42697.0,83361.0
Jul,1977,    Philippines,5468.0,4891.0,10359.0
Jul,1977,    Thailand,13711.0,15333.0,29044.0
Jul,1977,    United Kingdom,6833.0,10892.0,17725.0
Jul,1977,Number Of Air Passenger Arrivals,0.0,182838.0,182838.0
Jul,1977,Number Of Air Passenger Departures,180801.0,0.0,180801.0
Jun,1977,    Hong Kong,14689.0,14741.0,29430.0
Jun,1977,    Indonesia,37281.0,38704.0,75985.0
Jun,1977,    Japan,6290.0,6008.0,12298.0
Jun,1977,    Malaysia,39752.0,41869.0,81621.0
Jun,1977,    Philippines,5665.0,5149.0,10814.0
Jun,1977,    Thailand,13079.0,15225.0,28304.0
Jun,1977,    United Kingdom,6389.0,8159.0,14548.0
Jun,1977,Number Of Air Passenger Arrivals,0.0,170447.0,170447.0
Jun,1977,Number Of Air Passenger Departures,165728.0,0.0,165728.0
Mar,1977,    Hong Kong,17884.0,16059.0,33943.0
Mar,1977,    Indonesia,36259.0,35582.0,71841.0
Mar,1977,    Japan,5529.0,6334.0,11863.0
Mar,1977,    Malaysia,40306.0,40967.0,81273.0
Mar,1977,    Philippines,5365.0,4839.0,10204.0
Mar,1977,    Thailand,18442.0,17442.0,35884.0
Mar,1977,    United Kingdom,5963.0,5431.0,11394.0
Mar,1977,Number Of Air Passenger Arrivals,0.0,161478.0,161478.0
Mar,1977,Number Of Air Passenger Departures,169530.0,0.0,169530.0
May,1977,    Hong Kong,16174.0,12544.0,28718.0
May,1977,    Indonesia,33770.0,33608.0,67378.0
May,1977,    Japan,7184.0,6155.0,13339.0
May,1977,    Malaysia,40764.0,41696.0,82460.0
May,1977,    Philippines,6037.0,4847.0,10884.0
May,1977,    Thailand,15289.0,16051.0,31340.0
May,1977,    United Kingdom,7503.0,6529.0,14032.0
May,1977,Number Of Air Passenger Arrivals,0.0,161790.0,161790.0
May,1977,Number Of Air Passenger Departures,170822.0,0.0,170822.0
Nov,1977,    Hong Kong,17323.0,17358.0,34681.0
Nov,1977,    Indonesia,40553.0,38024.0,78577.0
Nov,1977,    Japan,6236.0,6260.0,12496.0
Nov,1977,    Malaysia,45785.0,48129.0,93914.0
Nov,1977,    Philippines,7025.0,7186.0,14211.0
Nov,1977,    Thailand,17086.0,20653.0,37739.0
Nov,1977,    United Kingdom,4780.0,9658.0,14438.0
Nov,1977,Number Of Air Passenger Arrivals,0.0,187406.0,187406.0
Nov,1977,Number Of Air Passenger Departures,188334.0,0.0,188334.0
Oct,1977,    Hong Kong,16706.0,16426.0,33132.0
Oct,1977,    Indonesia,37148.0,37060.0,74208.0
Oct,1977,    Japan,6862.0,6626.0,13488.0
Oct,1977,    Malaysia,39760.0,40688.0,80448.0
Oct,1977,    Philippines,6208.0,6709.0,12917.0
Oct,1977,    Thailand,15235.0,19483.0,34718.0
Oct,1977,    United Kingdom,4667.0,8755.0,13422.0
Oct,1977,Number Of Air Passenger Arrivals,0.0,177291.0,177291.0
Oct,1977,Number Of Air Passenger Departures,174115.0,0.0,174115.0
Sep,1977,    Hong Kong,14420.0,14271.0,28691.0
Sep,1977,    Indonesia,37070.0,37932.0,75002.0
Sep,1977,    Japan,6507.0,5787.0,12294.0
Sep,1977,    Malaysia,39351.0,41546.0,80897.0
Sep,1977,    Philippines,5054.0,5350.0,10404.0
Sep,1977,    Thailand,12764.0,14451.0,27215.0
Sep,1977,    United Kingdom,7740.0,9306.0,17046.0
Sep,1977,Number Of Air Passenger Arrivals,0.0,172769.0,172769.0
Sep,1977,Number Of Air Passenger Departures,176875.0,0.0,176875.0
Apr,1978,    Hong Kong,16560.0,16676.0,33236.0
Apr,1978,    Indonesia,39523.0,42556.0,82079.0
Apr,1978,    Japan,5602.0,5722.0,11324.0
Apr,1978,    Malaysia,44539.0,45975.0,90514.0
Apr,1978,    Philippines,7103.0,7170.0,14273.0
Apr,1978,    Thailand,17860.0,18911.0,36771.0
Apr,1978,    United Kingdom,8944.0,5667.0,14611.0
Apr,1978,Number Of Air Passenger Arrivals,0.0,188724.0,188724.0
Apr,1978,Number Of Air Passenger Departures,187843.0,0.0,187843.0
Aug,1978,    Hong Kong,20336.0,18346.0,38682.0
Aug,1978,    Indonesia,48195.0,56796.0,104991.0
Aug,1978,    Japan,9250.0,9284.0,18534.0
Aug,1978,    Malaysia,49731.0,50897.0,100628.0
Aug,1978,    Philippines,6665.0,8049.0,14714.0
Aug,1978,    Thailand,20768.0,19633.0,40401.0
Aug,1978,    United Kingdom,10467.0,11970.0,22437.0
Aug,1978,Number Of Air Passenger Arrivals,0.0,229990.0,229990.0
Aug,1978,Number Of Air Passenger Departures,227451.0,0.0,227451.0
Dec,1978,    Hong Kong,15689.0,17034.0,32723.0
Dec,1978,    Indonesia,43721.0,46500.0,90221.0
Dec,1978,    Japan,8504.0,8927.0,17431.0
Dec,1978,    Malaysia,58928.0,56694.0,115622.0
Dec,1978,    Philippines,9491.0,9052.0,18543.0
Dec,1978,    Thailand,20588.0,22388.0,42976.0
Dec,1978,    United Kingdom,7464.0,9429.0,16893.0
Dec,1978,Number Of Air Passenger Arrivals,0.0,232313.0,232313.0
Dec,1978,Number Of Air Passenger Departures,218565.0,0.0,218565.0
Feb,1978,    Hong Kong,15288.0,16104.0,31392.0
Feb,1978,    Indonesia,33819.0,34437.0,68256.0
Feb,1978,    Japan,6077.0,6372.0,12449.0
Feb,1978,    Malaysia,39983.0,42140.0,82123.0
Feb,1978,    Philippines,5584.0,6763.0,12347.0
Feb,1978,    Thailand,19563.0,16932.0,36495.0
Feb,1978,    United Kingdom,5051.0,6505.0,11556.0
Feb,1978,Number Of Air Passenger Arrivals,0.0,168272.0,168272.0
Feb,1978,Number Of Air Passenger Departures,171115.0,0.0,171115.0
Jan,1978,    Hong Kong,15364.0,16579.0,31943.0
Jan,1978,    Indonesia,44587.0,42435.0,87022.0
Jan,1978,    Japan,6317.0,6517.0,12834.0
Jan,1978,    Malaysia,39820.0,40387.0,80207.0
Jan,1978,    Philippines,5341.0,7063.0,12404.0
Jan,1978,    Thailand,17583.0,18759.0,36342.0
Jan,1978,    United Kingdom,6420.0,8336.0,14756.0
Jan,1978,Number Of Air Passenger Arrivals,0.0,187574.0,187574.0
Jan,1978,Number Of Air Passenger Departures,190941.0,0.0,190941.0
Jul,1978,    Hong Kong,14646.0,17574.0,32220.0
Jul,1978,    Indonesia,48226.0,44127.0,92353.0
Jul,1978,    Japan,7318.0,7811.0,15129.0
Jul,1978,    Malaysia,45430.0,46970.0,92400.0
Jul,1978,    Philippines,7022.0,6415.0,13437.0
Jul,1978,    Thailand,15288.0,18988.0,34276.0
Jul,1978,    United Kingdom,9574.0,12751.0,22325.0
Jul,1978,Number Of Air Passenger Arrivals,0.0,205855.0,205855.0
Jul,1978,Number Of Air Passenger Departures,202644.0,0.0,202644.0
Jun,1978,    Hong Kong,16266.0,17455.0,33721.0
Jun,1978,    Indonesia,40144.0,42727.0,82871.0
Jun,1978,    Japan,4908.0,5391.0,10299.0
Jun,1978,    Malaysia,43729.0,45395.0,89124.0
Jun,1978,    Philippines,7793.0,7273.0,15066.0
Jun,1978,    Thailand,14653.0,19527.0,34180.0
Jun,1978,    United Kingdom,9180.0,8966.0,18146.0
Jun,1978,Number Of Air Passenger Arrivals,0.0,195129.0,195129.0
Jun,1978,Number Of Air Passenger Departures,185781.0,0.0,185781.0
Mar,1978,    Hong Kong,17565.0,16581.0,34146.0
Mar,1978,    Indonesia,36989.0,39011.0,76000.0
Mar,1978,    Japan,7046.0,7262.0,14308.0
Mar,1978,    Malaysia,42917.0,44470.0,87387.0
Mar,1978,    Philippines,6663.0,6890.0,13553.0
Mar,1978,    Thailand,18926.0,18822.0,37748.0
Mar,1978,    United Kingdom,7753.0,6862.0,14615.0
Mar,1978,Number Of Air Passenger Arrivals,0.0,183520.0,183520.0
