Month,Year,Country,Departures,Arrivals,Total_Flow
May,1996,    Vietnam,10489.0,9481.0,19970.0
May,1996,  Europe,104370.0,80184.0,184554.0
May,1996,  Middle East,8220.0,14035.0,22255.0
May,1996,  North America,26995.0,20337.0,47332.0
May,1996,  North East Asia,235872.0,220717.0,456589.0
May,1996,  Oceania,76901.0,85150.0,162051.0
May,1996,  South Asia,46018.0,49494.0,95512.0
May,1996,  South East Asia,409472.0,412061.0,821533.0
May,1996,Number Of Air Passenger Arrivals,0.0,890622.0,890622.0
May,1996,Number Of Air Passenger Departures,916754.0,0.0,916754.0
Nov,1996,    France,7219.0,7162.0,14381.0
Nov,1996,    Germany,18674.0,18738.0,37412.0
Nov,1996,    Hong Kong,77989.0,73310.0,151299.0
Nov,1996,    Indonesia,147895.0,134255.0,282150.0
Nov,1996,    Japan,96370.0,91828.0,188198.0
Nov,1996,    Mainland China,25997.0,28011.0,54008.0
Nov,1996,    Malaysia,152763.0,163156.0,315919.0
Nov,1996,    Philippines,25974.0,24161.0,50135.0
Nov,1996,    Thailand,105082.0,103750.0,208832.0
Nov,1996,    United Kingdom,30221.0,35979.0,66200.0
Nov,1996,    Vietnam,11353.0,10170.0,21523.0
Nov,1996,  Europe,92302.0,98272.0,190574.0
Nov,1996,  Middle East,10664.0,8717.0,19381.0
Nov,1996,  North America,25055.0,23294.0,48349.0
Nov,1996,  North East Asia,258732.0,244287.0,503019.0
Nov,1996,  Oceania,108398.0,100025.0,208423.0
Nov,1996,  South Asia,60894.0,51890.0,112784.0
Nov,1996,  South East Asia,465079.0,455681.0,920760.0
Nov,1996,Number Of Air Passenger Arrivals,0.0,992707.0,992707.0
Nov,1996,Number Of Air Passenger Departures,1032240.0,0.0,1032240.0
Oct,1996,    France,6514.0,8500.0,15014.0
Oct,1996,    Germany,18673.0,23522.0,42195.0
Oct,1996,    Hong Kong,70066.0,71538.0,141604.0
Oct,1996,    Indonesia,134686.0,133139.0,267825.0
Oct,1996,    Japan,83421.0,84010.0,167431.0
Oct,1996,    Mainland China,28210.0,29887.0,58097.0
Oct,1996,    Malaysia,139279.0,145821.0,285100.0
Oct,1996,    Philippines,22545.0,23286.0,45831.0
Oct,1996,    Thailand,91703.0,92623.0,184326.0
Oct,1996,    United Kingdom,31142.0,41419.0,72561.0
Oct,1996,    Vietnam,9856.0,8759.0,18615.0
Oct,1996,  Europe,92495.0,116062.0,208557.0
Oct,1996,  Middle East,7282.0,8431.0,15713.0
Oct,1996,  North America,20042.0,20870.0,40912.0
Oct,1996,  North East Asia,235889.0,238816.0,474705.0
Oct,1996,  Oceania,114319.0,79595.0,193914.0
Oct,1996,  South Asia,51466.0,52535.0,104001.0
Oct,1996,  South East Asia,416759.0,420258.0,837017.0
Oct,1996,Number Of Air Passenger Arrivals,0.0,946843.0,946843.0
Oct,1996,Number Of Air Passenger Departures,950785.0,0.0,950785.0
Sep,1996,    France,7396.0,7891.0,15287.0
Sep,1996,    Germany,20022.0,21651.0,41673.0
Sep,1996,    Hong Kong,63847.0,66972.0,130819.0
Sep,1996,    Indonesia,126164.0,125703.0,251867.0
Sep,1996,    Japan,97323.0,90537.0,187860.0
Sep,1996,    Mainland China,25336.0,22733.0,48069.0
Sep,1996,    Malaysia,132532.0,141095.0,273627.0
Sep,1996,    Philippines,20666.0,21739.0,42405.0
Sep,1996,    Thailand,73779.0,76529.0,150308.0
Sep,1996,    United Kingdom,38076.0,37597.0,75673.0
Sep,1996,    Vietnam,9221.0,8930.0,18151.0
Sep,1996,  Europe,103574.0,108149.0,211723.0
Sep,1996,  Middle East,10417.0,8473.0,18890.0
Sep,1996,  North America,23054.0,18642.0,41696.0
Sep,1996,  North East Asia,233792.0,227331.0,461123.0
Sep,1996,  Oceania,90114.0,81163.0,171277.0
Sep,1996,  South Asia,45528.0,50412.0,95940.0
Sep,1996,  South East Asia,379986.0,391273.0,771259.0
Sep,1996,Number Of Air Passenger Arrivals,0.0,897453.0,897453.0
Sep,1996,Number Of Air Passenger Departures,897118.0,0.0,897118.0
Apr,1997,    France,9870.0,7779.0,17649.0
Apr,1997,    Germany,22718.0,18169.0,40887.0
Apr,1997,    Hong Kong,74085.0,66585.0,140670.0
Apr,1997,    Indonesia,126861.0,125049.0,251910.0
Apr,1997,    Japan,81882.0,82350.0,164232.0
Apr,1997,    Mainland China,28922.0,29971.0,58893.0
Apr,1997,    Malaysia,138363.0,149059.0,287422.0
Apr,1997,    Philippines,27448.0,31396.0,58844.0
Apr,1997,    Thailand,94185.0,96181.0,190366.0
Apr,1997,    United Kingdom,43157.0,30620.0,73777.0
Apr,1997,    Vietnam,9687.0,10831.0,20518.0
Apr,1997,  Europe,114803.0,87684.0,202487.0
Apr,1997,  Middle East,13771.0,8988.0,22759.0
Apr,1997,  North America,24886.0,17718.0,42604.0
Apr,1997,  North East Asia,245821.0,231332.0,477153.0
Apr,1997,  Oceania,83653.0,92925.0,176578.0
Apr,1997,  South Asia,50145.0,57223.0,107368.0
Apr,1997,  South East Asia,415551.0,432913.0,848464.0
Apr,1997,Number Of Air Passenger Arrivals,0.0,937720.0,937720.0
Apr,1997,Number Of Air Passenger Departures,958872.0,0.0,958872.0
Aug,1997,    France,11485.0,11113.0,22598.0
Aug,1997,    Germany,21270.0,19932.0,41202.0
Aug,1997,    Hong Kong,71582.0,68306.0,139888.0
Aug,1997,    Indonesia,145636.0,144093.0,289729.0
Aug,1997,    Japan,110606.0,107189.0,217795.0
Aug,1997,    Mainland China,24953.0,25154.0,50107.0
Aug,1997,    Malaysia,144200.0,160005.0,304205.0
Aug,1997,    Philippines,24093.0,25762.0,49855.0
Aug,1997,    Thailand,77642.0,83986.0,161628.0
Aug,1997,    United Kingdom,42593.0,44439.0,87032.0
Aug,1997,    Vietnam,9443.0,11268.0,20711.0
Aug,1997,  Europe,121725.0,116916.0,238641.0
Aug,1997,  Middle East,11588.0,11224.0,22812.0
Aug,1997,  North America,30573.0,22012.0,52585.0
Aug,1997,  North East Asia,279394.0,260457.0,539851.0
Aug,1997,  Oceania,92812.0,91228.0,184040.0
Aug,1997,  South Asia,58327.0,65727.0,124054.0
Aug,1997,  South East Asia,416961.0,442604.0,859565.0
Aug,1997,Number Of Air Passenger Arrivals,0.0,1020296.0,1020296.0
Aug,1997,Number Of Air Passenger Departures,1021266.0,0.0,1021266.0
Dec,1997,    France,9115.0,9357.0,18472.0
Dec,1997,    Germany,15930.0,16317.0,32247.0
Dec,1997,    Hong Kong,71600.0,81410.0,153010.0
Dec,1997,    Indonesia,141513.0,136735.0,278248.0
Dec,1997,    Japan,78676.0,91361.0,170037.0
Dec,1997,    Mainland China,29721.0,37509.0,67230.0
Dec,1997,    Malaysia,159198.0,171032.0,330230.0
Dec,1997,    Philippines,33921.0,24431.0,58352.0
Dec,1997,    Thailand,116354.0,121611.0,237965.0
Dec,1997,    United Kingdom,31937.0,41780.0,73717.0
Dec,1997,    Vietnam,12408.0,10171.0,22579.0
Dec,1997,  Europe,91349.0,105648.0,196997.0
Dec,1997,  Middle East,13443.0,18109.0,31552.0
Dec,1997,  North America,27513.0,31772.0,59285.0
Dec,1997,  North East Asia,241806.0,264880.0,506686.0
Dec,1997,  Oceania,122485.0,136010.0,258495.0
Dec,1997,  South Asia,70724.0,70132.0,140856.0
Dec,1997,  South East Asia,485157.0,486207.0,971364.0
Dec,1997,Number Of Air Passenger Arrivals,0.0,1125823.0,1125823.0
Dec,1997,Number Of Air Passenger Departures,1063558.0,0.0,1063558.0
Feb,1997,    France,6694.0,6464.0,13158.0
Feb,1997,    Germany,15307.0,16666.0,31973.0
Feb,1997,    Hong Kong,75208.0,69974.0,145182.0
Feb,1997,    Indonesia,143286.0,133246.0,276532.0
Feb,1997,    Japan,91130.0,93073.0,184203.0
Feb,1997,    Mainland China,27239.0,28525.0,55764.0
Feb,1997,    Malaysia,145261.0,157638.0,302899.0
Feb,1997,    Philippines,23580.0,25326.0,48906.0
Feb,1997,    Thailand,95465.0,96508.0,191973.0
Feb,1997,    United Kingdom,29853.0,34323.0,64176.0
Feb,1997,    Vietnam,11344.0,12809.0,24153.0
Feb,1997,  Europe,84090.0,89455.0,173545.0
Feb,1997,  Middle East,6971.0,7919.0,14890.0
Feb,1997,  North America,24666.0,21109.0,45775.0
Feb,1997,  North East Asia,257377.0,251541.0,508918.0
Feb,1997,  Oceania,108829.0,88424.0,197253.0
Feb,1997,  South Asia,49698.0,55786.0,105484.0
Feb,1997,  South East Asia,439692.0,445411.0,885103.0
Feb,1997,Number Of Air Passenger Arrivals,0.0,970646.0,970646.0
Feb,1997,Number Of Air Passenger Departures,981281.0,0.0,981281.0
Jan,1997,    France,7470.0,7809.0,15279.0
Jan,1997,    Germany,18615.0,18519.0,37134.0
Jan,1997,    Hong Kong,59857.0,63479.0,123336.0
Jan,1997,    Indonesia,132202.0,118184.0,250386.0
Jan,1997,    Japan,102630.0,91409.0,194039.0
Jan,1997,    Mainland China,19343.0,20726.0,40069.0
Jan,1997,    Malaysia,134039.0,137604.0,271643.0
Jan,1997,    Philippines,22242.0,31453.0,53695.0
Jan,1997,    Thailand,89363.0,96799.0,186162.0
Jan,1997,    United Kingdom,33010.0,38191.0,71201.0
Jan,1997,    Vietnam,14108.0,11194.0,25302.0
Jan,1997,  Europe,94816.0,100071.0,194887.0
Jan,1997,  Middle East,9627.0,8547.0,18174.0
Jan,1997,  North America,29356.0,27875.0,57231.0
Jan,1997,  North East Asia,235841.0,230242.0,466083.0
Jan,1997,  Oceania,108534.0,91468.0,200002.0
Jan,1997,  South Asia,53878.0,69523.0,123401.0
Jan,1997,  South East Asia,411269.0,414155.0,825424.0
Jan,1997,Number Of Air Passenger Arrivals,0.0,953462.0,953462.0
Jan,1997,Number Of Air Passenger Departures,954637.0,0.0,954637.0
Jul,1997,    France,10291.0,11602.0,21893.0
Jul,1997,    Germany,18072.0,22848.0,40920.0
Jul,1997,    Hong Kong,50519.0,71974.0,122493.0
Jul,1997,    Indonesia,183532.0,155219.0,338751.0
Jul,1997,    Japan,95976.0,101472.0,197448.0
Jul,1997,    Mainland China,21981.0,25657.0,47638.0
Jul,1997,    Malaysia,148576.0,155334.0,303910.0
Jul,1997,    Philippines,26161.0,27513.0,53674.0
Jul,1997,    Thailand,80663.0,85419.0,166082.0
Jul,1997,    United Kingdom,39464.0,47176.0,86640.0
Jul,1997,    Vietnam,11335.0,11444.0,22779.0
Jul,1997,  Europe,108608.0,125542.0,234150.0
Jul,1997,  Middle East,8524.0,12152.0,20676.0
Jul,1997,  North America,28004.0,24972.0,52976.0
Jul,1997,  North East Asia,239257.0,268228.0,507485.0
Jul,1997,  Oceania,109846.0,87932.0,197778.0
Jul,1997,  South Asia,57069.0,63956.0,121025.0
Jul,1997,  South East Asia,467953.0,451825.0,919778.0
Jul,1997,Number Of Air Passenger Arrivals,0.0,1044618.0,1044618.0
Jul,1997,Number Of Air Passenger Departures,1029710.0,0.0,1029710.0
Jun,1997,    France,10122.0,9918.0,20040.0
Jun,1997,    Germany,18186.0,18716.0,36902.0
Jun,1997,    Hong Kong,63031.0,64955.0,127986.0
Jun,1997,    Indonesia,152155.0,162021.0,314176.0
Jun,1997,    Japan,89274.0,93374.0,182648.0
Jun,1997,    Mainland China,34370.0,38578.0,72948.0
Jun,1997,    Malaysia,162650.0,162746.0,325396.0
Jun,1997,    Philippines,27881.0,27558.0,55439.0
Jun,1997,    Thailand,91622.0,95991.0,187613.0
Jun,1997,    United Kingdom,41020.0,42961.0,83981.0
Jun,1997,    Vietnam,12269.0,10753.0,23022.0
Jun,1997,  Europe,115913.0,112506.0,228419.0
Jun,1997,  Middle East,8681.0,11805.0,20486.0
Jun,1997,  North America,32496.0,29919.0,62415.0
Jun,1997,  North East Asia,256782.0,261998.0,518780.0
Jun,1997,  Oceania,96569.0,104006.0,200575.0
Jun,1997,  South Asia,58639.0,61235.0,119874.0
Jun,1997,  South East Asia,466583.0,479318.0,945901.0
Jun,1997,Number Of Air Passenger Arrivals,0.0,1072036.0,1072036.0
Jun,1997,Number Of Air Passenger Departures,1045290.0,0.0,1045290.0
Mar,1997,    France,8932.0,7353.0,16285.0
Mar,1997,    Germany,20171.0,18571.0,38742.0
Mar,1997,    Hong Kong,75270.0,80215.0,155485.0
Mar,1997,    Indonesia,141123.0,138512.0,279635.0
Mar,1997,    Japan,112562.0,99395.0,211957.0
Mar,1997,    Mainland China,25061.0,28727.0,53788.0
Mar,1997,    Malaysia,152131.0,155358.0,307489.0
Mar,1997,    Philippines,30450.0,29257.0,59707.0
Mar,1997,    Thailand,103314.0,105245.0,208559.0
Mar,1997,    United Kingdom,38944.0,36155.0,75099.0
Mar,1997,    Vietnam,11411.0,14221.0,25632.0
Mar,1997,  Europe,110039.0,97825.0,207864.0
Mar,1997,  Middle East,8372.0,9243.0,17615.0
Mar,1997,  North America,26786.0,21038.0,47824.0
Mar,1997,  North East Asia,272192.0,266150.0,538342.0
Mar,1997,  Oceania,93887.0,98516.0,192403.0
Mar,1997,  South Asia,54843.0,63787.0,118630.0
Mar,1997,  South East Asia,458461.0,462687.0,921148.0
Mar,1997,Number Of Air Passenger Arrivals,0.0,1030349.0,1030349.0
Mar,1997,Number Of Air Passenger Departures,1035933.0,0.0,1035933.0
May,1997,    France,9988.0,8103.0,18091.0
May,1997,    Germany,21131.0,16467.0,37598.0
May,1997,    Hong Kong,64827.0,67835.0,132662.0
May,1997,    Indonesia,119611.0,119200.0,238811.0
May,1997,    Japan,78182.0,75045.0,153227.0
May,1997,    Mainland China,32001.0,33753.0,65754.0
May,1997,    Malaysia,141703.0,155963.0,297666.0
May,1997,    Philippines,29687.0,29142.0,58829.0
May,1997,    Thailand,89339.0,89779.0,179118.0
May,1997,    United Kingdom,40834.0,33531.0,74365.0
May,1997,    Vietnam,9727.0,9398.0,19125.0
May,1997,  Europe,114267.0,89432.0,203699.0
May,1997,  Middle East,7818.0,14580.0,22398.0
May,1997,  North America,28169.0,22047.0,50216.0
May,1997,  North East Asia,240038.0,232920.0,472958.0
May,1997,  Oceania,81696.0,92638.0,174334.0
May,1997,  South Asia,56016.0,63499.0,119515.0
May,1997,  South East Asia,408616.0,423878.0,832494.0
May,1997,Number Of Air Passenger Arrivals,0.0,947564.0,947564.0
May,1997,Number Of Air Passenger Departures,946377.0,0.0,946377.0
Nov,1997,    France,8719.0,8627.0,17346.0
Nov,1997,    Germany,17726.0,17403.0,35129.0
Nov,1997,    Hong Kong,61539.0,63346.0,124885.0
Nov,1997,    Indonesia,130915.0,121260.0,252175.0
Nov,1997,    Japan,83823.0,81196.0,165019.0
Nov,1997,    Mainland China,30303.0,32289.0,62592.0
Nov,1997,    Malaysia,134074.0,142294.0,276368.0
Nov,1997,    Philippines,26564.0,25378.0,51942.0
Nov,1997,    Thailand,89924.0,93092.0,183016.0
Nov,1997,    United Kingdom,31971.0,36526.0,68497.0
Nov,1997,    Vietnam,10630.0,9721.0,20351.0
Nov,1997,  Europe,92539.0,98157.0,190696.0
Nov,1997,  Middle East,11178.0,9527.0,20705.0
Nov,1997,  North America,26151.0,26338.0,52489.0
Nov,1997,  North East Asia,232410.0,223148.0,455558.0
Nov,1997,  Oceania,112738.0,109003.0,221741.0
Nov,1997,  South Asia,69220.0,62513.0,131733.0
Nov,1997,  South East Asia,410479.0,411064.0,821543.0
Nov,1997,Number Of Air Passenger Arrivals,0.0,949830.0,949830.0
Nov,1997,Number Of Air Passenger Departures,965003.0,0.0,965003.0
Oct,1997,    France,8690.0,10403.0,19093.0
Oct,1997,    Germany,18795.0,22328.0,41123.0
Oct,1997,    Hong Kong,57345.0,55818.0,113163.0
Oct,1997,    Indonesia,123903.0,121490.0,245393.0
Oct,1997,    Japan,77458.0,74666.0,152124.0
Oct,1997,    Mainland China,30512.0,34927.0,65439.0
Oct,1997,    Malaysia,121070.0,126428.0,247498.0
Oct,1997,    Philippines,24010.0,24720.0,48730.0
Oct,1997,    Thailand,76476.0,78624.0,155100.0
Oct,1997,    United Kingdom,31214.0,44376.0,75590.0
Oct,1997,    Vietnam,10559.0,9592.0,20151.0
Oct,1997,  Europe,95772.0,117154.0,212926.0
Oct,1997,  Middle East,8869.0,11076.0,19945.0
Oct,1997,  North America,22253.0,21068.0,43321.0
Oct,1997,  North East Asia,212463.0,210222.0,422685.0
Oct,1997,  Oceania,124532.0,87240.0,211772.0
Oct,1997,  South Asia,61826.0,61687.0,123513.0
Oct,1997,  South East Asia,372318.0,377324.0,749642.0
Oct,1997,Number Of Air Passenger Arrivals,0.0,896778.0,896778.0
Oct,1997,Number Of Air Passenger Departures,909278.0,0.0,909278.0
Sep,1997,    France,9644.0,10794.0,20438.0
Sep,1997,    Germany,21157.0,21702.0,42859.0
Sep,1997,    Hong Kong,56688.0,62397.0,119085.0
Sep,1997,    Indonesia,136848.0,135033.0,271881.0
Sep,1997,    Japan,100667.0,95159.0,195826.0
Sep,1997,    Mainland China,37273.0,36458.0,73731.0
Sep,1997,    Malaysia,139494.0,146375.0,285869.0
Sep,1997,    Philippines,22756.0,24036.0,46792.0
Sep,1997,    Thailand,74622.0,77377.0,151999.0
Sep,1997,    United Kingdom,42740.0,42008.0,84748.0
Sep,1997,    Vietnam,8994.0,8824.0,17818.0
Sep,1997,  Europe,115152.0,118216.0,233368.0
Sep,1997,  Middle East,10950.0,10310.0,21260.0
Sep,1997,  North America,26026.0,21008.0,47034.0
Sep,1997,  North East Asia,249046.0,245976.0,495022.0
Sep,1997,  Oceania,104359.0,92591.0,196950.0
Sep,1997,  South Asia,56131.0,60375.0,116506.0
Sep,1997,  South East Asia,399922.0,407938.0,807860.0
Sep,1997,Number Of Air Passenger Arrivals,0.0,966847.0,966847.0
Sep,1997,Number Of Air Passenger Departures,972054.0,0.0,972054.0
Apr,1998,    France,10579.0,9050.0,19629.0
Apr,1998,    Germany,24632.0,20891.0,45523.0
Apr,1998,    Hong Kong,72725.0,65009.0,137734.0
Apr,1998,    Indonesia,97340.0,91945.0,189285.0
Apr,1998,    Japan,62800.0,63607.0,126407.0
Apr,1998,    Mainland China,31640.0,33018.0,64658.0
Apr,1998,    Malaysia,125248.0,138968.0,264216.0
Apr,1998,    Philippines,25982.0,29149.0,55131.0
Apr,1998,    Thailand,91252.0,93783.0,185035.0
Apr,1998,    United Kingdom,46475.0,36851.0,83326.0
Apr,1998,    Vietnam,9271.0,11285.0,20556.0
Apr,1998,  Europe,119767.0,98554.0,218321.0
Apr,1998,  Middle East,11265.0,13360.0,24625.0
Apr,1998,  North America,23858.0,17680.0,41538.0
Apr,1998,  North East Asia,217801.0,207561.0,425362.0
Apr,1998,  Oceania,102775.0,109680.0,212455.0
Apr,1998,  South Asia,57145.0,63672.0,120817.0
Apr,1998,  South East Asia,365262.0,381978.0,747240.0
Apr,1998,Number Of Air Passenger Arrivals,0.0,903140.0,903140.0
Apr,1998,Number Of Air Passenger Departures,908228.0,0.0,908228.0
Aug,1998,    France,12026.0,11714.0,23740.0
Aug,1998,    Germany,26792.0,24836.0,51628.0
Aug,1998,    Hong Kong,82256.0,70942.0,153198.0
Aug,1998,    Indonesia,107434.0,101014.0,208448.0
Aug,1998,    Japan,101463.0,96154.0,197617.0
Aug,1998,    Mainland China,26644.0,28574.0,55218.0
Aug,1998,    Malaysia,117628.0,137336.0,254964.0
Aug,1998,    Philippines,25363.0,26761.0,52124.0
Aug,1998,    Thailand,85748.0,99238.0,184986.0
Aug,1998,    United Kingdom,44147.0,44843.0,88990.0
Aug,1998,    Vietnam,10056.0,12641.0,22697.0
Aug,1998,  Europe,128502.0,124776.0,253278.0
Aug,1998,  Middle East,15616.0,12414.0,28030.0
Aug,1998,  North America,27498.0,21600.0,49098.0
Aug,1998,  North East Asia,274494.0,250291.0,524785.0
Aug,1998,  Oceania,103966.0,108832.0,212798.0
Aug,1998,  South Asia,63855.0,63022.0,126877.0
Aug,1998,  South East Asia,361274.0,390915.0,752189.0
Aug,1998,Number Of Air Passenger Arrivals,0.0,983613.0,983613.0
Aug,1998,Number Of Air Passenger Departures,986561.0,0.0,986561.0
Dec,1998,    France,11380.0,12616.0,23996.0
Dec,1998,    Germany,20570.0,21195.0,41765.0
Dec,1998,    Hong Kong,90516.0,90142.0,180658.0
Dec,1998,    Indonesia,106885.0,117449.0,224334.0
Dec,1998,    Japan,79637.0,89188.0,168825.0
Dec,1998,    Mainland China,36061.0,43862.0,79923.0
Dec,1998,    Malaysia,130957.0,131877.0,262834.0
Dec,1998,    Philippines,34709.0,22786.0,57495.0
Dec,1998,    Thailand,123430.0,131650.0,255080.0
Dec,1998,    United Kingdom,36736.0,46886.0,83622.0
Dec,1998,    Vietnam,13867.0,11008.0,24875.0
Dec,1998,  Europe,104665.0,118798.0,223463.0
Dec,1998,  Middle East,15816.0,17345.0,33161.0
Dec,1998,  North America,27940.0,29169.0,57109.0
Dec,1998,  North East Asia,267502.0,284130.0,551632.0
Dec,1998,  Oceania,139540.0,148803.0,288343.0
Dec,1998,  South Asia,78548.0,71722.0,150270.0
Dec,1998,  South East Asia,431289.0,436736.0,868025.0
Dec,1998,Number Of Air Passenger Arrivals,0.0,1120795.0,1120795.0
Dec,1998,Number Of Air Passenger Departures,1078606.0,0.0,1078606.0
Feb,1998,    France,7351.0,8565.0,15916.0
Feb,1998,    Germany,15932.0,19266.0,35198.0
Feb,1998,    Hong Kong,59743.0,51991.0,111734.0
Feb,1998,    Indonesia,84221.0,86977.0,171198.0
Feb,1998,    Japan,66920.0,74204.0,141124.0
Feb,1998,    Mainland China,20617.0,30718.0,51335.0
Feb,1998,    Malaysia,111371.0,136932.0,248303.0
Feb,1998,    Philippines,20402.0,23190.0,43592.0
Feb,1998,    Thailand,72773.0,88816.0,161589.0
Feb,1998,    United Kingdom,28847.0,36901.0,65748.0
Feb,1998,    Vietnam,8927.0,12747.0,21674.0
Feb,1998,  Europe,82177.0,97957.0,180134.0
Feb,1998,  Middle East,7528.0,7317.0,14845.0
Feb,1998,  North America,22993.0,19405.0,42398.0
Feb,1998,  North East Asia,204718.0,209515.0,414233.0
Feb,1998,  Oceania,110615.0,87797.0,198412.0
Feb,1998,  South Asia,51782.0,68258.0,120040.0
Feb,1998,  South East Asia,313231.0,364537.0,677768.0
Feb,1998,Number Of Air Passenger Arrivals,0.0,864256.0,864256.0
Feb,1998,Number Of Air Passenger Departures,800833.0,0.0,800833.0
Jan,1998,    France,9677.0,8756.0,18433.0
Jan,1998,    Germany,19343.0,17405.0,36748.0
Jan,1998,    Hong Kong,54106.0,62662.0,116768.0
Jan,1998,    Indonesia,111423.0,101706.0,213129.0
Jan,1998,    Japan,88855.0,68880.0,157735.0
Jan,1998,    Mainland China,29637.0,27293.0,56930.0
Jan,1998,    Malaysia,125725.0,126097.0,251822.0
Jan,1998,    Philippines,22581.0,29489.0,52070.0
Jan,1998,    Thailand,83941.0,82982.0,166923.0
Jan,1998,    United Kingdom,35761.0,38260.0,74021.0
Jan,1998,    Vietnam,14085.0,10913.0,24998.0
Jan,1998,  Europe,102308.0,96362.0,198670.0
Jan,1998,  Middle East,10106.0,9488.0,19594.0
Jan,1998,  North America,29284.0,27956.0,57240.0
Jan,1998,  North East Asia,226370.0,208846.0,435216.0
Jan,1998,  Oceania,119059.0,99502.0,218561.0
Jan,1998,  South Asia,65839.0,72300.0,138139.0
Jan,1998,  South East Asia,374759.0,368589.0,743348.0
Jan,1998,Number Of Air Passenger Arrivals,0.0,893575.0,893575.0
Jan,1998,Number Of Air Passenger Departures,940633.0,0.0,940633.0
Jul,1998,    France,9908.0,11715.0,21623.0
Jul,1998,    Germany,20337.0,26919.0,47256.0
Jul,1998,    Hong Kong,65604.0,69555.0,135159.0
Jul,1998,    Indonesia,104430.0,89746.0,194176.0
Jul,1998,    Japan,85529.0,92309.0,177838.0
Jul,1998,    Mainland China,21504.0,28433.0,49937.0
Jul,1998,    Malaysia,119269.0,127968.0,247237.0
Jul,1998,    Philippines,27820.0,25877.0,53697.0
Jul,1998,    Thailand,83295.0,90411.0,173706.0
Jul,1998,    United Kingdom,40657.0,48764.0,89421.0
Jul,1998,    Vietnam,11344.0,11173.0,22517.0
Jul,1998,  Europe,109184.0,128911.0,238095.0
Jul,1998,  Middle East,10458.0,17309.0,27767.0
Jul,1998,  North America,25287.0,23233.0,48520.0
Jul,1998,  North East Asia,225656.0,243965.0,469621.0
Jul,1998,  Oceania,123179.0,97762.0,220941.0
Jul,1998,  South Asia,62207.0,61583.0,123790.0
Jul,1998,  South East Asia,359830.0,361019.0,720849.0
Jul,1998,Number Of Air Passenger Arrivals,0.0,944507.0,944507.0
Jul,1998,Number Of Air Passenger Departures,926897.0,0.0,926897.0
Jun,1998,    France,9064.0,8328.0,17392.0
Jun,1998,    Germany,21601.0,19709.0,41310.0
Jun,1998,    Hong Kong,71219.0,71401.0,142620.0
Jun,1998,    Indonesia,89845.0,81867.0,171712.0
Jun,1998,    Japan,79029.0,79077.0,158106.0
Jun,1998,    Mainland China,32428.0,37941.0,70369.0
Jun,1998,    Malaysia,141185.0,156790.0,297975.0
Jun,1998,    Philippines,29111.0,27268.0,56379.0
Jun,1998,    Thailand,102707.0,109992.0,212699.0
Jun,1998,    United Kingdom,39873.0,44191.0,84064.0
Jun,1998,    Vietnam,11157.0,9810.0,20967.0
Jun,1998,  Europe,108461.0,105650.0,214111.0
Jun,1998,  Middle East,11664.0,13806.0,25470.0
Jun,1998,  North America,28030.0,27069.0,55099.0
Jun,1998,  North East Asia,238137.0,247016.0,485153.0
Jun,1998,  Oceania,104775.0,109052.0,213827.0
Jun,1998,  South Asia,60492.0,59085.0,119577.0
Jun,1998,  South East Asia,390775.0,402750.0,793525.0
Jun,1998,Number Of Air Passenger Arrivals,0.0,974009.0,974009.0
Jun,1998,Number Of Air Passenger Departures,950539.0,0.0,950539.0
Mar,1998,    France,10748.0,7836.0,18584.0
Mar,1998,    Germany,23531.0,20257.0,43788.0
Mar,1998,    Hong Kong,62309.0,60349.0,122658.0
Mar,1998,    Indonesia,87112.0,86188.0,173300.0
Mar,1998,    Japan,86002.0,79203.0,165205.0
Mar,1998,    Mainland China,28612.0,29031.0,57643.0
Mar,1998,    Malaysia,127373.0,142718.0,270091.0
Mar,1998,    Philippines,27923.0,25608.0,53531.0
Mar,1998,    Thailand,89176.0,97714.0,186890.0
Mar,1998,    United Kingdom,41521.0,37312.0,78833.0
Mar,1998,    Vietnam,9799.0,11230.0,21029.0
Mar,1998,  Europe,113636.0,98263.0,211899.0
Mar,1998,  Middle East,13316.0,9087.0,22403.0
Mar,1998,  North America,25145.0,19838.0,44983.0
Mar,1998,  North East Asia,222199.0,212393.0,434592.0
Mar,1998,  Oceania,99456.0,104893.0,204349.0
Mar,1998,  South Asia,58452.0,63145.0,121597.0
Mar,1998,  South East Asia,358161.0,382187.0,740348.0
Mar,1998,Number Of Air Passenger Arrivals,0.0,898977.0,898977.0
Mar,1998,Number Of Air Passenger Departures,900217.0,0.0,900217.0
May,1998,    France,11059.0,8242.0,19301.0
May,1998,    Germany,25874.0,19080.0,44954.0
May,1998,    Hong Kong,68232.0,62214.0,130446.0
May,1998,    Indonesia,102241.0,118284.0,220525.0
May,1998,    Japan,70242.0,63755.0,133997.0
May,1998,    Mainland China,31719.0,34997.0,66716.0
May,1998,    Malaysia,134934.0,143702.0,278636.0
May,1998,    Philippines,28912.0,26032.0,54944.0
May,1998,    Thailand,86085.0,94665.0,180750.0
May,1998,    United Kingdom,46126.0,35049.0,81175.0
May,1998,    Vietnam,9753.0,9380.0,19133.0
May,1998,  Europe,120160.0,89168.0,209328.0
May,1998,  Middle East,8296.0,12617.0,20913.0
May,1998,  North America,30026.0,22623.0,52649.0
May,1998,  North East Asia,223582.0,216373.0,439955.0
May,1998,  Oceania,89373.0,106061.0,195434.0
