Month,Year,Country,Departures,Arrivals,Total Holidays,Inflation,Month_sin,Month_cos,Total_Traffic
12,2003,Europe,123139.0,148965.0,0.00020431219899957198,-0.14904529924004847,-2.4492935982947064e-16,1.0,272104.0
12,2003,Oceania,186050.0,201359.0,0.00020431219899957198,-0.14904529924004847,-2.4492935982947064e-16,1.0,387409.0
12,2003,Middle East,11720.0,14794.0,0.00020431219899957198,-0.14904529924004847,-2.4492935982947064e-16,1.0,26514.0
12,2003,South Asia,96903.0,94359.0,0.00020431219899957198,-0.14904529924004847,-2.4492935982947064e-16,1.0,191262.0
12,2003,Japan,68356.0,79177.0,0.00020431219899957198,-0.9558325718264933,-2.4492935982947064e-16,1.0,147533.0
12,2003,Hong Kong,81149.0,78062.0,0.00020431219899957198,-0.9558325718264933,-2.4492935982947064e-16,1.0,159211.0
12,2003,Mainland China,78639.0,85838.0,0.00020431219899957198,-0.9558325718264933,-2.4492935982947064e-16,1.0,164477.0
12,2003,North East Asia,291962.0,308234.0,0.00020431219899957198,-0.9558325718264933,-2.4492935982947064e-16,1.0,600196.0
12,2003,Vietnam,24639.0,20547.0,0.00020431219899957198,0.20594110069798716,-2.4492935982947064e-16,1.0,45186.0
12,2003,Thailand,147863.0,164318.0,0.00020431219899957198,-0.2781312628538797,-2.4492935982947064e-16,1.0,312181.0
12,2003,Philippines,38903.0,29324.0,0.00020431219899957198,-0.14904529924004847,-2.4492935982947064e-16,1.0,68227.0
12,2003,Malaysia,110799.0,111850.0,0.00020431219899957198,-0.5040316991780842,-2.4492935982947064e-16,1.0,222649.0
12,2003,Indonesia,148859.0,149699.0,0.00020431219899957198,1.3354432823190099,-2.4492935982947064e-16,1.0,298558.0
12,2003,South East Asia,494195.0,499005.0,0.00020431219899957198,1.3354432823190099,-2.4492935982947064e-16,1.0,993200.0
1,2004,United Kingdom,57960.0,61769.0,2.0298416970607582,-0.4394887173711687,0.49999999999999994,0.8660254037844387,119729.0
1,2004,Germany,29799.0,27708.0,2.0298416970607582,-0.2781312628538797,0.49999999999999994,0.8660254037844387,57507.0
1,2004,France,17694.0,16099.0,2.0298416970607582,-0.11677380833659078,0.49999999999999994,0.8660254037844387,33793.0
1,2004,Europe,141399.0,139731.0,2.0298416970607582,-0.11677380833659078,0.49999999999999994,0.8660254037844387,281130.0
1,2004,Oceania,193097.0,173675.0,2.0298416970607582,-0.11677380833659078,0.49999999999999994,0.8660254037844387,366772.0
1,2004,Middle East,16706.0,13803.0,2.0298416970607582,-0.11677380833659078,0.49999999999999994,0.8660254037844387,30509.0
1,2004,South Asia,85286.0,98646.0,2.0298416970607582,-0.11677380833659078,0.49999999999999994,0.8660254037844387,183932.0
1,2004,Japan,68463.0,64347.0,2.0298416970607582,-0.85901809911612,0.49999999999999994,0.8660254037844387,132810.0
1,2004,Hong Kong,67541.0,71573.0,2.0298416970607582,-0.85901809911612,0.49999999999999994,0.8660254037844387,139114.0
1,2004,Mainland China,72149.0,83696.0,2.0298416970607582,-0.85901809911612,0.49999999999999994,0.8660254037844387,155845.0
1,2004,North East Asia,260185.0,277691.0,2.0298416970607582,-0.85901809911612,0.49999999999999994,0.8660254037844387,537876.0
1,2004,Vietnam,23616.0,21954.0,2.0298416970607582,1.690429682257046,0.49999999999999994,0.8660254037844387,45570.0
1,2004,Philippines,27396.0,38701.0,2.0298416970607582,0.6900134642498541,0.49999999999999994,0.8660254037844387,66097.0
1,2004,Malaysia,96899.0,97919.0,2.0298416970607582,-0.4072172264677109,0.49999999999999994,0.8660254037844387,194818.0
1,2004,Indonesia,148655.0,124061.0,2.0298416970607582,1.1095428459948053,0.49999999999999994,0.8660254037844387,272716.0
1,2004,South East Asia,437201.0,436855.0,2.0298416970607582,1.1095428459948053,0.49999999999999994,0.8660254037844387,874056.0
1,2004,Thailand,122306.0,134532.0,2.0298416970607582,0.04458364618069819,0.49999999999999994,0.8660254037844387,256838.0
1,2004,North America,32947.0,34016.0,2.0298416970607582,0.04458364618069819,0.49999999999999994,0.8660254037844387,66963.0
2,2004,North East Asia,233228.0,229256.0,1.015023004629879,0.04458364618069819,0.8660254037844386,0.5000000000000001,462484.0
2,2004,Vietnam,16495.0,21613.0,1.015023004629879,1.690429682257046,0.8660254037844386,0.5000000000000001,38108.0
2,2004,Thailand,100988.0,115107.0,1.015023004629879,0.04458364618069819,0.8660254037844386,0.5000000000000001,216095.0
2,2004,Philippines,27135.0,30490.0,1.015023004629879,0.6900134642498541,0.8660254037844386,0.5000000000000001,57625.0
2,2004,Malaysia,83781.0,92091.0,1.015023004629879,-0.4072172264677109,0.8660254037844386,0.5000000000000001,175872.0
2,2004,Indonesia,115948.0,115823.0,1.015023004629879,1.1095428459948053,0.8660254037844386,0.5000000000000001,231771.0
2,2004,South East Asia,360383.0,392335.0,1.015023004629879,1.1095428459948053,0.8660254037844386,0.5000000000000001,752718.0
2,2004,Mainland China,60805.0,63249.0,1.015023004629879,1.1095428459948053,0.8660254037844386,0.5000000000000001,124054.0
2,2004,Hong Kong,59850.0,54759.0,1.015023004629879,1.1095428459948053,0.8660254037844386,0.5000000000000001,114609.0
2,2004,Japan,62376.0,63454.0,1.015023004629879,-0.85901809911612,0.8660254037844386,0.5000000000000001,125830.0
2,2004,South Asia,74995.0,88183.0,1.015023004629879,-0.85901809911612,0.8660254037844386,0.5000000000000001,163178.0
2,2004,North America,28667.0,25925.0,1.015023004629879,-0.85901809911612,0.8660254037844386,0.5000000000000001,54592.0
2,2004,United Kingdom,49708.0,57875.0,1.015023004629879,-0.4394887173711687,0.8660254037844386,0.5000000000000001,107583.0
2,2004,Germany,25811.0,28975.0,1.015023004629879,-0.2781312628538797,0.8660254037844386,0.5000000000000001,54786.0
2,2004,France,14698.0,15053.0,1.015023004629879,-0.11677380833659078,0.8660254037844386,0.5000000000000001,29751.0
2,2004,Europe,120821.0,133459.0,1.015023004629879,-0.11677380833659078,0.8660254037844386,0.5000000000000001,254280.0
2,2004,Oceania,178311.0,137701.0,1.015023004629879,-0.11677380833659078,0.8660254037844386,0.5000000000000001,316012.0
2,2004,Middle East,13098.0,15313.0,1.015023004629879,-0.11677380833659078,0.8660254037844386,0.5000000000000001,28411.0
3,2004,North America,30359.0,26644.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,57003.0
3,2004,United Kingdom,60207.0,55498.0,-1.0146143802318799,-0.4394887173711687,1.0,6.123233995736766e-17,115705.0
3,2004,Germany,30637.0,25985.0,-1.0146143802318799,-0.2781312628538797,1.0,6.123233995736766e-17,56622.0
3,2004,France,17945.0,13027.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,30972.0
3,2004,Europe,146626.0,124840.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,271466.0
3,2004,Oceania,154448.0,162488.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,316936.0
3,2004,Middle East,13581.0,15308.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,28889.0
3,2004,South Asia,74064.0,86895.0,-1.0146143802318799,-0.11677380833659078,1.0,6.123233995736766e-17,160959.0
3,2004,Japan,79194.0,71179.0,-1.0146143802318799,-0.85901809911612,1.0,6.123233995736766e-17,150373.0
3,2004,Hong Kong,66711.0,62545.0,-1.0146143802318799,-0.85901809911612,1.0,6.123233995736766e-17,129256.0
3,2004,Mainland China,71210.0,69906.0,-1.0146143802318799,-0.85901809911612,1.0,6.123233995736766e-17,141116.0
3,2004,North East Asia,269817.0,252253.0,-1.0146143802318799,-0.85901809911612,1.0,6.123233995736766e-17,522070.0
3,2004,Vietnam,19174.0,21063.0,-1.0146143802318799,1.690429682257046,1.0,6.123233995736766e-17,40237.0
3,2004,Thailand,120144.0,129683.0,-1.0146143802318799,0.04458364618069819,1.0,6.123233995736766e-17,249827.0
3,2004,Philippines,37221.0,33870.0,-1.0146143802318799,0.6900134642498541,1.0,6.123233995736766e-17,71091.0
3,2004,Malaysia,98087.0,103769.0,-1.0146143802318799,-0.4072172264677109,1.0,6.123233995736766e-17,201856.0
3,2004,Indonesia,128714.0,124836.0,-1.0146143802318799,1.1095428459948053,1.0,6.123233995736766e-17,253550.0
3,2004,South East Asia,419269.0,430916.0,-1.0146143802318799,1.1095428459948053,1.0,6.123233995736766e-17,850185.0
4,2004,United Kingdom,58051.0,48343.0,0.00020431219899957198,-0.4394887173711687,0.8660254037844387,-0.4999999999999998,106394.0
4,2004,North America,28415.0,23443.0,0.00020431219899957198,-0.4394887173711687,0.8660254037844387,-0.4999999999999998,51858.0
4,2004,France,18263.0,14916.0,0.00020431219899957198,-0.11677380833659078,0.8660254037844387,-0.4999999999999998,33179.0
4,2004,Europe,142693.0,118538.0,0.00020431219899957198,-0.11677380833659078,0.8660254037844387,-0.4999999999999998,261231.0
4,2004,Oceania,152900.0,162980.0,0.00020431219899957198,-0.11677380833659078,0.8660254037844387,-0.4999999999999998,315880.0
4,2004,Middle East,14627.0,14337.0,0.00020431219899957198,-0.11677380833659078,0.8660254037844387,-0.4999999999999998,28964.0
4,2004,South Asia,73774.0,83660.0,0.00020431219899957198,-0.11677380833659078,0.8660254037844387,-0.4999999999999998,157434.0
4,2004,Japan,60491.0,63785.0,0.00020431219899957198,-0.85901809911612,0.8660254037844387,-0.4999999999999998,124276.0
4,2004,Hong Kong,71534.0,65108.0,0.00020431219899957198,-0.85901809911612,0.8660254037844387,-0.4999999999999998,136642.0
4,2004,Mainland China,87823.0,92918.0,0.00020431219899957198,-0.85901809911612,0.8660254037844387,-0.4999999999999998,180741.0
4,2004,North East Asia,271522.0,274401.0,0.00020431219899957198,-0.85901809911612,0.8660254037844387,-0.4999999999999998,545923.0
4,2004,Vietnam,17484.0,19263.0,0.00020431219899957198,1.690429682257046,0.8660254037844387,-0.4999999999999998,36747.0
4,2004,Thailand,127523.0,136492.0,0.00020431219899957198,0.04458364618069819,0.8660254037844387,-0.4999999999999998,264015.0
4,2004,Germany,29489.0,24394.0,0.00020431219899957198,-0.2781312628538797,0.8660254037844387,-0.4999999999999998,53883.0
4,2004,Malaysia,94256.0,102485.0,0.00020431219899957198,-0.4072172264677109,0.8660254037844387,-0.4999999999999998,196741.0
4,2004,Indonesia,122458.0,119856.0,0.00020431219899957198,1.1095428459948053,0.8660254037844387,-0.4999999999999998,242314.0
4,2004,South East Asia,414327.0,437612.0,0.00020431219899957198,1.1095428459948053,0.8660254037844387,-0.4999999999999998,851939.0
4,2004,Philippines,35558.0,40356.0,0.00020431219899957198,0.6900134642498541,0.8660254037844387,-0.4999999999999998,75914.0
5,2004,Vietnam,19854.0,17584.0,0.00020431219899957198,1.690429682257046,0.49999999999999994,-0.8660254037844387,37438.0
5,2004,Thailand,133150.0,133976.0,0.00020431219899957198,0.04458364618069819,0.49999999999999994,-0.8660254037844387,267126.0
5,2004,Philippines,36480.0,36301.0,0.00020431219899957198,0.6900134642498541,0.49999999999999994,-0.8660254037844387,72781.0
5,2004,Malaysia,101597.0,102214.0,0.00020431219899957198,-0.4072172264677109,0.49999999999999994,-0.8660254037844387,203811.0
5,2004,Indonesia,131485.0,119476.0,0.00020431219899957198,1.1095428459948053,0.49999999999999994,-0.8660254037844387,250961.0
5,2004,South East Asia,437009.0,426968.0,0.00020431219899957198,1.1095428459948053,0.49999999999999994,-0.8660254037844387,863977.0
5,2004,North East Asia,290381.0,266646.0,0.00020431219899957198,1.1095428459948053,0.49999999999999994,-0.8660254037844387,557027.0
5,2004,Mainland China,90602.0,80698.0,0.00020431219899957198,1.1095428459948053,0.49999999999999994,-0.8660254037844387,171300.0
5,2004,Japan,65971.0,60012.0,0.00020431219899957198,-0.85901809911612,0.49999999999999994,-0.8660254037844387,125983.0
5,2004,Hong Kong,76970.0,71347.0,0.00020431219899957198,-0.85901809911612,0.49999999999999994,-0.8660254037844387,148317.0
5,2004,North America,31409.0,32739.0,0.00020431219899957198,-0.85901809911612,0.49999999999999994,-0.8660254037844387,64148.0
5,2004,United Kingdom,53477.0,42722.0,0.00020431219899957198,-0.4394887173711687,0.49999999999999994,-0.8660254037844387,96199.0
5,2004,Germany,28894.0,24067.0,0.00020431219899957198,-0.2781312628538797,0.49999999999999994,-0.8660254037844387,52961.0
5,2004,France,17529.0,13860.0,0.00020431219899957198,-0.11677380833659078,0.49999999999999994,-0.8660254037844387,31389.0
5,2004,Europe,138800.0,108605.0,0.00020431219899957198,-0.11677380833659078,0.49999999999999994,-0.8660254037844387,247405.0
5,2004,Oceania,131770.0,150304.0,0.00020431219899957198,-0.11677380833659078,0.49999999999999994,-0.8660254037844387,282074.0
5,2004,Middle East,16792.0,15899.0,0.00020431219899957198,-0.11677380833659078,0.49999999999999994,-0.8660254037844387,32691.0
5,2004,South Asia,88145.0,90765.0,0.00020431219899957198,-0.11677380833659078,0.49999999999999994,-0.8660254037844387,178910.0
6,2004,South East Asia,476166.0,487512.0,0.00020431219899957198,-0.11677380833659078,1.2246467991473532e-16,-1.0,963678.0
6,2004,North America,33362.0,35846.0,0.00020431219899957198,-0.11677380833659078,1.2246467991473532e-16,-1.0,69208.0
6,2004,United Kingdom,50207.0,52845.0,0.00020431219899957198,-0.4394887173711687,1.2246467991473532e-16,-1.0,103052.0
6,2004,Germany,26931.0,24937.0,0.00020431219899957198,-0.2781312628538797,1.2246467991473532e-16,-1.0,51868.0
6,2004,Europe,131844.0,129252.0,0.00020431219899957198,-0.2781312628538797,1.2246467991473532e-16,-1.0,261096.0
6,2004,Oceania,147021.0,167542.0,0.00020431219899957198,-0.2781312628538797,1.2246467991473532e-16,-1.0,314563.0
6,2004,Middle East,16620.0,24452.0,0.00020431219899957198,-0.2781312628538797,1.2246467991473532e-16,-1.0,41072.0
6,2004,South Asia,92786.0,84025.0,0.00020431219899957198,-0.2781312628538797,1.2246467991473532e-16,-1.0,176811.0
6,2004,Japan,65772.0,72672.0,0.00020431219899957198,-0.85901809911612,1.2246467991473532e-16,-1.0,138444.0
6,2004,Hong Kong,84905.0,88278.0,0.00020431219899957198,-0.85901809911612,1.2246467991473532e-16,-1.0,173183.0
6,2004,Mainland China,87236.0,98972.0,0.00020431219899957198,-0.85901809911612,1.2246467991473532e-16,-1.0,186208.0
6,2004,North East Asia,293371.0,319653.0,0.00020431219899957198,-0.85901809911612,1.2246467991473532e-16,-1.0,613024.0
6,2004,Vietnam,24644.0,22680.0,0.00020431219899957198,1.690429682257046,1.2246467991473532e-16,-1.0,47324.0
6,2004,Thailand,146501.0,156093.0,0.00020431219899957198,0.04458364618069819,1.2246467991473532e-16,-1.0,302594.0
6,2004,Philippines,34501.0,34020.0,0.00020431219899957198,0.6900134642498541,1.2246467991473532e-16,-1.0,68521.0
6,2004,Malaysia,106353.0,106840.0,0.00020431219899957198,-0.4072172264677109,1.2246467991473532e-16,-1.0,213193.0
6,2004,Indonesia,146589.0,150544.0,0.00020431219899957198,1.1095428459948053,1.2246467991473532e-16,-1.0,297133.0
6,2004,France,17005.0,16389.0,0.00020431219899957198,-0.11677380833659078,1.2246467991473532e-16,-1.0,33394.0
7,2004,France,16705.0,20002.0,-1.0146143802318799,-0.11677380833659078,-0.4999999999999997,-0.8660254037844388,36707.0
7,2004,Europe,137503.0,159853.0,-1.0146143802318799,-0.11677380833659078,-0.4999999999999997,-0.8660254037844388,297356.0
7,2004,Oceania,195551.0,154116.0,-1.0146143802318799,-0.11677380833659078,-0.4999999999999997,-0.8660254037844388,349667.0
7,2004,Middle East,14933.0,23387.0,-1.0146143802318799,-0.11677380833659078,-0.4999999999999997,-0.8660254037844388,38320.0
7,2004,South Asia,84056.0,88665.0,-1.0146143802318799,-0.11677380833659078,-0.4999999999999997,-0.8660254037844388,172721.0
7,2004,Japan,74749.0,79690.0,-1.0146143802318799,-0.85901809911612,-0.4999999999999997,-0.8660254037844388,154439.0
7,2004,Hong Kong,80947.0,85627.0,-1.0146143802318799,-0.85901809911612,-0.4999999999999997,-0.8660254037844388,166574.0
7,2004,Mainland China,79891.0,100585.0,-1.0146143802318799,-0.85901809911612,-0.4999999999999997,-0.8660254037844388,180476.0
7,2004,North East Asia,292860.0,326394.0,-1.0146143802318799,-0.85901809911612,-0.4999999999999997,-0.8660254037844388,619254.0
7,2004,Vietnam,26480.0,25904.0,-1.0146143802318799,1.690429682257046,-0.4999999999999997,-0.8660254037844388,52384.0
7,2004,Thailand,132336.0,148689.0,-1.0146143802318799,0.04458364618069819,-0.4999999999999997,-0.8660254037844388,281025.0
7,2004,Philippines,31122.0,32513.0,-1.0146143802318799,0.6900134642498541,-0.4999999999999997,-0.8660254037844388,63635.0
7,2004,Indonesia,167861.0,143097.0,-1.0146143802318799,1.1095428459948053,-0.4999999999999997,-0.8660254037844388,310958.0
7,2004,South East Asia,472338.0,467852.0,-1.0146143802318799,1.1095428459948053,-0.4999999999999997,-0.8660254037844388,940190.0
7,2004,Malaysia,99349.0,99923.0,-1.0146143802318799,-0.4072172264677109,-0.4999999999999997,-0.8660254037844388,199272.0
7,2004,Germany,27461.0,34010.0,-1.0146143802318799,-0.2781312628538797,-0.4999999999999997,-0.8660254037844388,61471.0
7,2004,United Kingdom,54211.0,61305.0,-1.0146143802318799,-0.4394887173711687,-0.4999999999999997,-0.8660254037844388,115516.0
7,2004,North America,35118.0,34655.0,-1.0146143802318799,-0.4394887173711687,-0.4999999999999997,-0.8660254037844388,69773.0
8,2004,South East Asia,426871.0,454347.0,0.00020431219899957198,-0.4394887173711687,-0.8660254037844385,-0.5000000000000004,881218.0
8,2004,Vietnam,22753.0,25816.0,0.00020431219899957198,1.690429682257046,-0.8660254037844385,-0.5000000000000004,48569.0
8,2004,Malaysia,94952.0,102189.0,0.00020431219899957198,-0.4072172264677109,-0.8660254037844385,-0.5000000000000004,197141.0
8,2004,Philippines,27698.0,30662.0,0.00020431219899957198,0.6900134642498541,-0.8660254037844385,-0.5000000000000004,58360.0
8,2004,Thailand,124884.0,139197.0,0.00020431219899957198,0.04458364618069819,-0.8660254037844385,-0.5000000000000004,264081.0
8,2004,Indonesia,140574.0,138175.0,0.00020431219899957198,1.1095428459948053,-0.8660254037844385,-0.5000000000000004,278749.0
8,2004,North East Asia,342706.0,307226.0,0.00020431219899957198,1.1095428459948053,-0.8660254037844385,-0.5000000000000004,649932.0
8,2004,Hong Kong,92771.0,82189.0,0.00020431219899957198,1.1095428459948053,-0.8660254037844385,-0.5000000000000004,174960.0
8,2004,Mainland China,98227.0,85069.0,0.00020431219899957198,1.1095428459948053,-0.8660254037844385,-0.5000000000000004,183296.0
8,2004,North America,37826.0,29718.0,0.00020431219899957198,1.1095428459948053,-0.8660254037844385,-0.5000000000000004,67544.0
8,2004,United Kingdom,55962.0,54645.0,0.00020431219899957198,-0.4394887173711687,-0.8660254037844385,-0.5000000000000004,110607.0
8,2004,Germany,31603.0,29491.0,0.00020431219899957198,-0.2781312628538797,-0.8660254037844385,-0.5000000000000004,61094.0
8,2004,France,19265.0,16591.0,0.00020431219899957198,-0.11677380833659078,-0.8660254037844385,-0.5000000000000004,35856.0
8,2004,Europe,151119.0,142119.0,0.00020431219899957198,-0.11677380833659078,-0.8660254037844385,-0.5000000000000004,293238.0
8,2004,Oceania,152393.0,160445.0,0.00020431219899957198,-0.11677380833659078,-0.8660254037844385,-0.5000000000000004,312838.0
8,2004,Middle East,21204.0,18044.0,0.00020431219899957198,-0.11677380833659078,-0.8660254037844385,-0.5000000000000004,39248.0
8,2004,South Asia,78073.0,87737.0,0.00020431219899957198,-0.11677380833659078,-0.8660254037844385,-0.5000000000000004,165810.0
8,2004,Japan,87759.0,84762.0,0.00020431219899957198,-0.85901809911612,-0.8660254037844385,-0.5000000000000004,172521.0
9,2004,Germany,30271.0,32635.0,-1.0146143802318799,-0.2781312628538797,-1.0,-1.8369701987210297e-16,62906.0
9,2004,United Kingdom,51650.0,57787.0,-1.0146143802318799,-0.4394887173711687,-1.0,-1.8369701987210297e-16,109437.0
9,2004,North America,27461.0,26053.0,-1.0146143802318799,-0.4394887173711687,-1.0,-1.8369701987210297e-16,53514.0
9,2004,France,18930.0,15468.0,-1.0146143802318799,-0.11677380833659078,-1.0,-1.8369701987210297e-16,34398.0
9,2004,Europe,141740.0,149364.0,-1.0146143802318799,-0.11677380833659078,-1.0,-1.8369701987210297e-16,291104.0
9,2004,Mainland China,89949.0,92488.0,-1.0146143802318799,-0.11677380833659078,-1.0,-1.8369701987210297e-16,182437.0
9,2004,Middle East,20443.0,13951.0,-1.0146143802318799,-0.11677380833659078,-1.0,-1.8369701987210297e-16,34394.0
9,2004,South Asia,73828.0,79741.0,-1.0146143802318799,-0.11677380833659078,-1.0,-1.8369701987210297e-16,153569.0
9,2004,Japan,80769.0,79219.0,-1.0146143802318799,-0.85901809911612,-1.0,-1.8369701987210297e-16,159988.0
9,2004,Hong Kong,69055.0,70413.0,-1.0146143802318799,-0.85901809911612,-1.0,-1.8369701987210297e-16,139468.0
9,2004,North East Asia,289580.0,292619.0,-1.0146143802318799,-0.85901809911612,-1.0,-1.8369701987210297e-16,582199.0
9,2004,Vietnam,19052.0,18314.0,-1.0146143802318799,1.690429682257046,-1.0,-1.8369701987210297e-16,37366.0
9,2004,Thailand,124535.0,128009.0,-1.0146143802318799,0.04458364618069819,-1.0,-1.8369701987210297e-16,252544.0
9,2004,Philippines,27440.0,29832.0,-1.0146143802318799,0.6900134642498541,-1.0,-1.8369701987210297e-16,57272.0
9,2004,Malaysia,89734.0,91962.0,-1.0146143802318799,-0.4072172264677109,-1.0,-1.8369701987210297e-16,181696.0
9,2004,Indonesia,136098.0,135038.0,-1.0146143802318799,1.1095428459948053,-1.0,-1.8369701987210297e-16,271136.0
9,2004,Oceania,164079.0,151581.0,-1.0146143802318799,1.1095428459948053,-1.0,-1.8369701987210297e-16,315660.0
9,2004,South East Asia,410624.0,418364.0,-1.0146143802318799,1.1095428459948053,-1.0,-1.8369701987210297e-16,828988.0
10,2004,North America,25153.0,30656.0,-1.0146143802318799,1.1095428459948053,-0.8660254037844386,0.5000000000000001,55809.0
10,2004,Germany,27394.0,35412.0,-1.0146143802318799,-0.2781312628538797,-0.8660254037844386,0.5000000000000001,62806.0
10,2004,France,15270.0,20940.0,-1.0146143802318799,-0.11677380833659078,-0.8660254037844386,0.5000000000000001,36210.0
10,2004,Europe,121966.0,167829.0,-1.0146143802318799,-0.11677380833659078,-0.8660254037844386,0.5000000000000001,289795.0
10,2004,Oceania,194733.0,141462.0,-1.0146143802318799,-0.11677380833659078,-0.8660254037844386,0.5000000000000001,336195.0
10,2004,Middle East,18002.0,14799.0,-1.0146143802318799,-0.11677380833659078,-0.8660254037844386,0.5000000000000001,32801.0
10,2004,South Asia,90257.0,84766.0,-1.0146143802318799,-0.11677380833659078,-0.8660254037844386,0.5000000000000001,175023.0
10,2004,Japan,72014.0,72487.0,-1.0146143802318799,-0.85901809911612,-0.8660254037844386,0.5000000000000001,144501.0
10,2004,Hong Kong,82260.0,74884.0,-1.0146143802318799,-0.85901809911612,-0.8660254037844386,0.5000000000000001,157144.0
10,2004,Mainland China,104610.0,101953.0,-1.0146143802318799,-0.85901809911612,-0.8660254037844386,0.5000000000000001,206563.0
10,2004,North East Asia,312511.0,303180.0,-1.0146143802318799,-0.85901809911612,-0.8660254037844386,0.5000000000000001,615691.0
10,2004,Vietnam,21615.0,20379.0,-1.0146143802318799,1.690429682257046,-0.8660254037844386,0.5000000000000001,41994.0
10,2004,Thailand,140503.0,150697.0,-1.0146143802318799,0.04458364618069819,-0.8660254037844386,0.5000000000000001,291200.0
10,2004,United Kingdom,44026.0,64103.0,-1.0146143802318799,-0.4394887173711687,-0.8660254037844386,0.5000000000000001,108129.0
10,2004,Philippines,29122.0,32648.0,-1.0146143802318799,0.6900134642498541,-0.8660254037844386,0.5000000000000001,61770.0
10,2004,Indonesia,135670.0,131518.0,-1.0146143802318799,1.1095428459948053,-0.8660254037844386,0.5000000000000001,267188.0
10,2004,South East Asia,432526.0,447068.0,-1.0146143802318799,1.1095428459948053,-0.8660254037844386,0.5000000000000001,879594.0
10,2004,Malaysia,89488.0,96317.0,-1.0146143802318799,-0.4072172264677109,-0.8660254037844386,0.5000000000000001,185805.0
11,2004,Hong Kong,92565.0,85606.0,2.0298416970607582,-0.4072172264677109,-0.5000000000000004,0.8660254037844384,178171.0
11,2004,Philippines,33101.0,30726.0,2.0298416970607582,0.6900134642498541,-0.5000000000000004,0.8660254037844384,63827.0
11,2004,Malaysia,99164.0,103121.0,2.0298416970607582,-0.4072172264677109,-0.5000000000000004,0.8660254037844384,202285.0
11,2004,Indonesia,156117.0,131483.0,2.0298416970607582,1.1095428459948053,-0.5000000000000004,0.8660254037844384,287600.0
11,2004,South East Asia,498708.0,472211.0,2.0298416970607582,1.1095428459948053,-0.5000000000000004,0.8660254037844384,970919.0
11,2004,Thailand,165372.0,164591.0,2.0298416970607582,0.04458364618069819,-0.5000000000000004,0.8660254037844384,329963.0
11,2004,Vietnam,26028.0,23096.0,2.0298416970607582,1.690429682257046,-0.5000000000000004,0.8660254037844384,49124.0
11,2004,North East Asia,353700.0,326862.0,2.0298416970607582,1.690429682257046,-0.5000000000000004,0.8660254037844384,680562.0
11,2004,Mainland China,124867.0,110759.0,2.0298416970607582,1.690429682257046,-0.5000000000000004,0.8660254037844384,235626.0
11,2004,North America,28811.0,32350.0,2.0298416970607582,1.690429682257046,-0.5000000000000004,0.8660254037844384,61161.0
11,2004,United Kingdom,46555.0,58508.0,2.0298416970607582,-0.4394887173711687,-0.5000000000000004,0.8660254037844384,105063.0
11,2004,Germany,27463.0,31322.0,2.0298416970607582,-0.2781312628538797,-0.5000000000000004,0.8660254037844384,58785.0
11,2004,France,15389.0,15085.0,2.0298416970607582,-0.11677380833659078,-0.5000000000000004,0.8660254037844384,30474.0
11,2004,Europe,125011.0,141465.0,2.0298416970607582,-0.11677380833659078,-0.5000000000000004,0.8660254037844384,266476.0
11,2004,Oceania,183223.0,179565.0,2.0298416970607582,-0.11677380833659078,-0.5000000000000004,0.8660254037844384,362788.0
11,2004,Middle East,14829.0,15310.0,2.0298416970607582,-0.11677380833659078,-0.5000000000000004,0.8660254037844384,30139.0
11,2004,South Asia,105937.0,80948.0,2.0298416970607582,-0.11677380833659078,-0.5000000000000004,0.8660254037844384,186885.0
11,2004,Japan,72703.0,73509.0,2.0298416970607582,-0.85901809911612,-0.5000000000000004,0.8660254037844384,146212.0
12,2004,North America,36836.0,40195.0,0.00020431219899957198,-0.85901809911612,-2.4492935982947064e-16,1.0,77031.0
12,2004,United Kingdom,49172.0,63120.0,0.00020431219899957198,-0.4394887173711687,-2.4492935982947064e-16,1.0,112292.0
12,2004,Germany,26311.0,30622.0,0.00020431219899957198,-0.2781312628538797,-2.4492935982947064e-16,1.0,56933.0
12,2004,France,16416.0,17858.0,0.00020431219899957198,-0.11677380833659078,-2.4492935982947064e-16,1.0,34274.0
12,2004,Europe,129124.0,151445.0,0.00020431219899957198,-0.11677380833659078,-2.4492935982947064e-16,1.0,280569.0
12,2004,Oceania,191028.0,212689.0,0.00020431219899957198,-0.11677380833659078,-2.4492935982947064e-16,1.0,403717.0
12,2004,Middle East,15347.0,16192.0,0.00020431219899957198,-0.11677380833659078,-2.4492935982947064e-16,1.0,31539.0
12,2004,South Asia,103297.0,98832.0,0.00020431219899957198,-0.11677380833659078,-2.4492935982947064e-16,1.0,202129.0
12,2004,Japan,71013.0,78923.0,0.00020431219899957198,-0.85901809911612,-2.4492935982947064e-16,1.0,149936.0
12,2004,Hong Kong,102707.0,101952.0,0.00020431219899957198,-0.85901809911612,-2.4492935982947064e-16,1.0,204659.0
12,2004,Mainland China,107933.0,115707.0,0.00020431219899957198,-0.85901809911612,-2.4492935982947064e-16,1.0,223640.0
